consumer, M, length, time
10, 100000, 10000, 832
10, 100000, 30000, 93970542
10, 100000, 10000, 826
10, 100000, 10000, 263106318
10, 100000, 10000, 262911083
10, 100000, 10000, 263634601
10, 100000, 10000, 264168838
10, 100000, 10000, 264512823
10, 100000, 10000, 264794118
10, 100000, 10000, 278645090
10, 100000, 50000, 280327335
10, 100000, 60000, 808317769
10, 100000, 10000, 1575335843
10, 100000, 30000, 1574993776
10, 100000, 10000, 1661474934
10, 100000, 60000, 1665053873
10, 100000, 10000, 7000
10, 100000, 10000, 2166528853
10, 100000, 10000, 2152681315
10, 100000, 60000, 1369434870
10, 100000, 10000, 534
10, 100000, 50000, 1170773147
10, 100000, 10000, 1536314796
10, 100000, 10000, 1449985268
10, 100000, 10000, 1449866329
10, 100000, 10000, 943371773
10, 100000, 10000, 943091273
10, 100000, 10000, 367540762
10, 100000, 10000, 1292073
10, 100000, 10000, 1227302
10, 100000, 10000, 1044102
10, 100000, 10000, 763110
10, 100000, 50000, 2984581
10, 100000, 10000, 248780460
10, 100000, 70000, 250652562
10, 100000, 10000, 151
10, 100000, 10000, 871341305
10, 100000, 50000, 874736565
10, 100000, 10000, 307
10, 100000, 100000, 4282030896
10, 100000, 10000, 269
10, 100000, 10000, 2292190295
10, 100000, 20000, 7714050
10, 100000, 10000, 17054229
10, 100000, 60000, 2568070030
10, 100000, 10000, 241
10, 100000, 50000, 2884686578
10, 100000, 50000, 849084018
10, 100000, 10000, 576
10, 100000, 10000, 1164054799
10, 100000, 20000, 820408
10, 100000, 10000, 17823338
10, 100000, 10000, 737848
10, 100000, 10000, 498728
10, 100000, 10000, 903008
10, 100000, 20000, 1067326
10, 100000, 100000, 4727227733
10, 100000, 10000, 193
10, 100000, 10000, 1243588026
10, 100000, 50000, 4155207094
10, 100000, 10000, 381275890
10, 100000, 10000, 381161500
10, 100000, 20000, 1658650007
10, 100000, 10000, 678
10, 100000, 10000, 24771461
10, 100000, 10000, 24602830
10, 100000, 10000, 329256
10, 100000, 30000, 438866
10, 100000, 10000, 87393235
10, 100000, 10000, 90979908
10, 100000, 10000, 3725080
10, 100000, 10000, 472961
10, 100000, 10000, 278491
10, 100000, 10000, 496149
10, 100000, 10000, 328621
10, 100000, 70000, 118755108
10, 100000, 10000, 796
10, 100000, 10000, 632390530
10, 100000, 10000, 632318388
10, 100000, 60000, 4990403010
10, 100000, 10000, 1142017898
10, 100000, 10000, 510404455
10, 100000, 10000, 510279830
10, 100000, 10000, 510335960
10, 100000, 10000, 457593
10, 100000, 10000, 423210
10, 100000, 10000, 518905
10, 100000, 10000, 457830
10, 100000, 70000, 2754082
10, 100000, 30000, 893
10, 100000, 10000, 777283085
10, 100000, 10000, 1303619
10, 100000, 60000, 4313657557
10, 100000, 10000, 777
10, 100000, 30000, 1244580110
10, 100000, 10000, 840
10, 100000, 10000, 579515368
10, 100000, 10000, 114300212
10, 100000, 10000, 515699
10, 100000, 10000, 410755
10, 100000, 10000, 293441
10, 100000, 20000, 5077225
10, 100000, 10000, 44579400
10, 100000, 10000, 486020
10, 100000, 30000, 1407245655
10, 100000, 10000, 3111
10, 100000, 10000, 189522875
10, 100000, 10000, 191232434
10, 100000, 10000, 2087147
10, 100000, 80000, 241590497
10, 100000, 10000, 900
10, 100000, 50000, 922994380
10, 100000, 10000, 1273928185
10, 100000, 10000, 1275305140
10, 100000, 80000, 2874871862
10, 100000, 10000, 1036
10, 100000, 10000, 1163919016
10, 100000, 10000, 811902833
10, 100000, 10000, 811996711
10, 100000, 10000, 810942895
10, 100000, 10000, 671795
10, 100000, 10000, 13832774
10, 100000, 10000, 13762898
10, 100000, 10000, 13678422
10, 100000, 100000, 10366513415
10, 100000, 10000, 1063
10, 100000, 10000, 1246649401
10, 100000, 10000, 1247094472
10, 100000, 10000, 830938
10, 100000, 10000, 1555137
10, 100000, 30000, 1249545682
10, 100000, 10000, 2020
10, 100000, 90000, 8286242372
10, 100000, 10000, 954
10, 100000, 10000, 1103517724
10, 100000, 70000, 2351264714
10, 100000, 10000, 947
10, 100000, 10000, 1739762990
10, 100000, 10000, 1738268723
10, 100000, 90000, 12482904916
10, 100000, 10000, 983
10, 100000, 10000, 2784397526
10, 100000, 10000, 1768208504
10, 100000, 30000, 1766591827
10, 100000, 10000, 1222061710
10, 100000, 10000, 92316278
10, 100000, 10000, 92287346
10, 100000, 10000, 93505438
10, 100000, 10000, 1852647
10, 100000, 10000, 1786966
10, 100000, 70000, 1224312790
10, 100000, 10000, 1084
10, 100000, 10000, 681042595
10, 100000, 10000, 679725988
10, 100000, 10000, 679842664
10, 100000, 100000, 4907323547
10, 100000, 10000, 1405
10, 100000, 10000, 1889787706
10, 100000, 10000, 1210477519
