producers, M, length, time
100, 100000, 90000, 389
100, 100000, 100000, 388
100, 100000, 20000, 278
100, 100000, 50000, 288
100, 100000, 80000, 188
100, 100000, 60000, 66
100, 100000, 50000, 276
100, 100000, 70000, 219
100, 100000, 80000, 713
100, 100000, 100000, 366
100, 100000, 40000, 218
100, 100000, 60000, 50
100, 100000, 30000, 52
100, 100000, 20000, 47
100, 100000, 20000, 284
100, 100000, 10000, 53
100, 100000, 10000, 48
100, 100000, 80000, 50
100, 100000, 10000, 271
100, 100000, 100000, 65
100, 100000, 30000, 349
100, 100000, 50000, 64
100, 100000, 60000, 69
100, 100000, 20000, 74
100, 100000, 30000, 57
100, 100000, 50000, 286
100, 100000, 30000, 51
100, 100000, 40000, 50
100, 100000, 80000, 53
100, 100000, 60000, 269
100, 100000, 100000, 47
100, 100000, 70000, 280
100, 100000, 50000, 252
100, 100000, 90000, 75
100, 100000, 80000, 270
100, 100000, 10000, 51
100, 100000, 90000, 49
100, 100000, 60000, 399
100, 100000, 50000, 51
100, 100000, 10000, 49
100, 100000, 20000, 261
100, 100000, 100000, 46
100, 100000, 40000, 49
100, 100000, 100000, 268
100, 100000, 90000, 62
100, 100000, 10000, 291
100, 100000, 20000, 55
100, 100000, 20000, 47
100, 100000, 20000, 49
100, 100000, 10000, 52
100, 100000, 10000, 47
100, 100000, 80000, 50
100, 100000, 20000, 50
100, 100000, 40000, 503
100, 100000, 10000, 48
100, 100000, 10000, 47
100, 100000, 30000, 47
100, 100000, 80000, 48
100, 100000, 10000, 505
100, 100000, 70000, 54
100, 100000, 30000, 47
100, 100000, 50000, 57
100, 100000, 10000, 46
100, 100000, 60000, 416
100, 100000, 80000, 47
100, 100000, 90000, 374
100, 100000, 70000, 48
100, 100000, 30000, 48
100, 100000, 70000, 424
100, 100000, 70000, 81
100, 100000, 60000, 48
100, 100000, 10000, 209
100, 100000, 100000, 69
100, 100000, 20000, 46
100, 100000, 40000, 84
100, 100000, 30000, 383
100, 100000, 60000, 49
100, 100000, 80000, 48
100, 100000, 50000, 5901
100, 100000, 20000, 47
100, 100000, 100000, 48
100, 100000, 40000, 338
100, 100000, 40000, 63
100, 100000, 10000, 46
100, 100000, 30000, 47
100, 100000, 10000, 73
100, 100000, 30000, 47
100, 100000, 50000, 46
100, 100000, 50000, 489
100, 100000, 60000, 84
100, 100000, 30000, 50
100, 100000, 90000, 515
100, 100000, 80000, 457
100, 100000, 10000, 48
100, 100000, 30000, 47
100, 100000, 70000, 301
100, 100000, 100000, 537
100, 100000, 30000, 50
100, 100000, 40000, 574
100, 100000, 10000, 92
100, 100000, 90000, 47
100, 100000, 30000, 52
100, 100000, 50000, 514
100, 100000, 20000, 48
100, 100000, 10000, 49
100, 100000, 100000, 61
100, 100000, 10000, 49
100, 100000, 10000, 530
100, 100000, 40000, 46
100, 100000, 30000, 46
100, 100000, 90000, 540
100, 100000, 50000, 50
100, 100000, 10000, 501
100, 100000, 90000, 46
100, 100000, 20000, 47
100, 100000, 90000, 547
100, 100000, 100000, 46
100, 100000, 60000, 663
100, 100000, 70000, 48
100, 100000, 10000, 623
100, 100000, 30000, 47
100, 100000, 20000, 49
100, 100000, 20000, 47
100, 100000, 80000, 48
100, 100000, 40000, 518
100, 100000, 70000, 46
100, 100000, 10000, 47
100, 100000, 70000, 45
100, 100000, 10000, 539
100, 100000, 60000, 64
100, 100000, 100000, 612
100, 100000, 30000, 188
100, 100000, 80000, 545
100, 100000, 30000, 47
100, 100000, 90000, 675
100, 100000, 10000, 48
100, 100000, 10000, 49
100, 100000, 60000, 570
100, 100000, 70000, 750
100, 100000, 10000, 48
100, 100000, 40000, 47
100, 100000, 10000, 48
100, 100000, 30000, 48
100, 100000, 10000, 551
100, 100000, 10000, 73
100, 100000, 10000, 48
100, 100000, 50000, 75
100, 100000, 80000, 160
100, 100000, 50000, 497
100, 100000, 50000, 50
100, 100000, 20000, 51
100, 100000, 60000, 51
100, 100000, 100000, 541
100, 100000, 50000, 46
100, 100000, 30000, 794
100, 100000, 10000, 63
100, 100000, 100000, 52
100, 100000, 10000, 47
100, 100000, 40000, 47
100, 100000, 80000, 545
100, 100000, 70000, 48
100, 100000, 20000, 827
100, 100000, 90000, 363
100, 100000, 20000, 96
100, 100000, 20000, 168
100, 100000, 10000, 495
100, 100000, 10000, 48
100, 100000, 40000, 48
100, 100000, 60000, 50
100, 100000, 60000, 49
100, 100000, 10000, 64
100, 100000, 60000, 358
100, 100000, 80000, 46
100, 100000, 60000, 49
100, 100000, 10000, 48
100, 100000, 50000, 504
100, 100000, 50000, 48
100, 100000, 70000, 49
100, 100000, 80000, 2859
100, 100000, 60000, 869
100, 100000, 100000, 47
100, 100000, 10000, 898
100, 100000, 60000, 46
100, 100000, 80000, 47
100, 100000, 50000, 468
100, 100000, 100000, 48
100, 100000, 70000, 524
