producers, M, length, time
1000, 100000, 70000, 9270
1000, 100000, 50000, 1521
1000, 100000, 50000, 832
1000, 100000, 50000, 1206
1000, 100000, 20000, 1190
1000, 100000, 80000, 2057888500
1000, 100000, 10000, 1088148241
1000, 100000, 70000, 700367283
1000, 100000, 40000, 2248685412
1000, 100000, 10000, 2249439152
1000, 100000, 70000, 2249620161
1000, 100000, 20000, 3386748367
1000, 100000, 90000, 3387316617
1000, 100000, 50000, 4506395711
1000, 100000, 50000, 4507434169
1000, 100000, 90000, 5627454612
1000, 100000, 60000, 6344281959
1000, 100000, 40000, 6376981267
1000, 100000, 50000, 7776862792
1000, 100000, 90000, 7777854583
1000, 100000, 60000, 8799371880
1000, 100000, 90000, 9317462831
1000, 100000, 60000, 9798891941
1000, 100000, 10000, 10331103562
1000, 100000, 80000, 10331565002
1000, 100000, 10000, 10814512252
1000, 100000, 50000, 10814863729
1000, 100000, 100000, 10853681956
1000, 100000, 30000, 11975436084
1000, 100000, 50000, 11976097281
1000, 100000, 90000, 12416722959
1000, 100000, 10000, 13316860914
1000, 100000, 30000, 13353144875
1000, 100000, 90000, 13430618701
1000, 100000, 70000, 14395270220
1000, 100000, 40000, 14687453053
1000, 100000, 20000, 15001997235
1000, 100000, 50000, 15268596036
1000, 100000, 60000, 15303894365
1000, 100000, 30000, 16430338370
1000, 100000, 80000, 16486003455
1000, 100000, 60000, 17296081084
1000, 100000, 40000, 17982026631
1000, 100000, 40000, 17982773405
1000, 100000, 100000, 18562097417
1000, 100000, 30000, 20465789876
1000, 100000, 100000, 20560263838
1000, 100000, 50000, 20725542608
1000, 100000, 30000, 22124723606
1000, 100000, 50000, 22265594979
1000, 100000, 10000, 22537448123
1000, 100000, 40000, 22537659597
1000, 100000, 60000, 22539324929
1000, 100000, 10000, 23185856191
1000, 100000, 80000, 23186091152
1000, 100000, 40000, 24037822380
1000, 100000, 20000, 24038565609
1000, 100000, 90000, 24117964244
1000, 100000, 70000, 25209279632
1000, 100000, 20000, 25589136209
1000, 100000, 70000, 25600481876
1000, 100000, 100000, 26105991083
1000, 100000, 40000, 27590020869
1000, 100000, 90000, 27640840813
1000, 100000, 100000, 28764311342
1000, 100000, 30000, 30329789972
1000, 100000, 10000, 30330410241
1000, 100000, 10000, 30410097181
1000, 100000, 40000, 30410306869
1000, 100000, 100000, 30462962881
1000, 100000, 90000, 31348078405
1000, 100000, 50000, 32327246191
1000, 100000, 10000, 32349676727
1000, 100000, 70000, 32763833732
1000, 100000, 20000, 33086212873
1000, 100000, 20000, 33144904147
1000, 100000, 100000, 33270480952
1000, 100000, 60000, 33916196310
1000, 100000, 100000, 34096706782
1000, 100000, 40000, 36186825332
1000, 100000, 100000, 36187544654
1000, 100000, 80000, 36789507162
1000, 100000, 90000, 37767137647
1000, 100000, 50000, 39127978922
1000, 100000, 40000, 39176313061
1000, 100000, 20000, 39546135435
1000, 100000, 70000, 39546657287
1000, 100000, 60000, 40551090289
1000, 100000, 50000, 40552302296
1000, 100000, 70000, 42592242807
1000, 100000, 70000, 42957778034
1000, 100000, 60000, 43610058089
1000, 100000, 50000, 43675510128
1000, 100000, 100000, 43749860892
1000, 100000, 80000, 46383589534
1000, 100000, 30000, 47226477755
1000, 100000, 90000, 47229865105
1000, 100000, 60000, 48230100747
1000, 100000, 100000, 49196002924
1000, 100000, 40000, 50611007263
1000, 100000, 10000, 50781651541
1000, 100000, 20000, 50781897918
1000, 100000, 80000, 50782414179
1000, 100000, 60000, 51192882185
1000, 100000, 50000, 51626897305
1000, 100000, 50000, 51888061007
1000, 100000, 60000, 52066638888
1000, 100000, 90000, 52329233290
1000, 100000, 20000, 52927597046
1000, 100000, 10000, 53342813373
1000, 100000, 100000, 53343154682
1000, 100000, 30000, 54068259940
1000, 100000, 20000, 54182590663
1000, 100000, 80000, 54183213531
1000, 100000, 30000, 55640641717
1000, 100000, 100000, 55641226653
1000, 100000, 100000, 57150410663
1000, 100000, 20000, 57881008070
1000, 100000, 40000, 57881455036
1000, 100000, 20000, 58073630677
1000, 100000, 20000, 58074155767
1000, 100000, 100000, 58591812506
1000, 100000, 80000, 59852585535
1000, 100000, 100000, 60203711046
1000, 100000, 90000, 61560240253
1000, 100000, 60000, 62534914398
1000, 100000, 10000, 63006639719
1000, 100000, 70000, 63041614916
1000, 100000, 30000, 63064389082
1000, 100000, 10000, 64219650984
1000, 100000, 60000, 64220018705
1000, 100000, 20000, 64671729348
1000, 100000, 10000, 64672882795
1000, 100000, 40000, 64673799012
1000, 100000, 70000, 64674525316
1000, 100000, 60000, 65982467754
1000, 100000, 30000, 66785237323
1000, 100000, 30000, 66873088368
1000, 100000, 40000, 66873768536
1000, 100000, 10000, 67481015468
1000, 100000, 50000, 67481336620
1000, 100000, 10000, 67650328184
1000, 100000, 80000, 67650669152
1000, 100000, 30000, 68522675864
1000, 100000, 10000, 68523436599
1000, 100000, 100000, 69110288108
1000, 100000, 40000, 69845552853
1000, 100000, 60000, 69846308848
1000, 100000, 70000, 71179003779
