producers, M, length, time
10, 100000, 90000, 4836
10, 100000, 10000, 1306
10, 100000, 70000, 888128415
10, 100000, 10000, 3991371
10, 100000, 100000, 1231506626
10, 100000, 30000, 2414647400
10, 100000, 20000, 2417327854
10, 100000, 20000, 2767964238
10, 100000, 80000, 2768437472
10, 100000, 40000, 3595789125
10, 100000, 70000, 3787847153
10, 100000, 90000, 4353459284
10, 100000, 70000, 5768992111
10, 100000, 90000, 6059119571
10, 100000, 40000, 5820439018
10, 100000, 20000, 4962791302
10, 100000, 70000, 4960997133
10, 100000, 70000, 4781108793
10, 100000, 50000, 5419895343
10, 100000, 80000, 4777606039
10, 100000, 100000, 5231758556
10, 100000, 80000, 5034852915
10, 100000, 100000, 5358011851
10, 100000, 100000, 6396277018
10, 100000, 100000, 6552912057
10, 100000, 70000, 6874662760
10, 100000, 20000, 7605349011
10, 100000, 80000, 7434723437
10, 100000, 100000, 8178765192
10, 100000, 100000, 9247895681
10, 100000, 90000, 9460011274
10, 100000, 40000, 9694224543
10, 100000, 70000, 8177750816
10, 100000, 60000, 7916540175
10, 100000, 10000, 6883494683
10, 100000, 80000, 6240811788
10, 100000, 60000, 5966938152
10, 100000, 90000, 6431292455
10, 100000, 60000, 5242764794
10, 100000, 80000, 4791358797
10, 100000, 20000, 4607527179
10, 100000, 70000, 4006329919
10, 100000, 100000, 4499152503
10, 100000, 50000, 4117186386
10, 100000, 70000, 4574917198
10, 100000, 40000, 4818630410
10, 100000, 20000, 4881241744
10, 100000, 80000, 4415366691
10, 100000, 80000, 4509056875
10, 100000, 70000, 5040022684
10, 100000, 60000, 4934616377
10, 100000, 40000, 4934449211
10, 100000, 30000, 4246566929
10, 100000, 80000, 5020590711
10, 100000, 50000, 4960599761
10, 100000, 10000, 4877455796
10, 100000, 80000, 4358373196
10, 100000, 90000, 5186419504
10, 100000, 10000, 5072398205
10, 100000, 20000, 3737034334
10, 100000, 40000, 4488812652
10, 100000, 30000, 4498310273
10, 100000, 100000, 4467608777
10, 100000, 10000, 3024124331
10, 100000, 50000, 2969434690
10, 100000, 80000, 3706876142
10, 100000, 20000, 4927743266
10, 100000, 10000, 4098487474
10, 100000, 100000, 3925222072
10, 100000, 90000, 4252936241
10, 100000, 70000, 4689870368
10, 100000, 80000, 5336918024
10, 100000, 60000, 5917948684
10, 100000, 90000, 6012801585
10, 100000, 90000, 6439366490
10, 100000, 40000, 6137938079
10, 100000, 60000, 5081279647
10, 100000, 90000, 5578467852
10, 100000, 60000, 6844016352
10, 100000, 20000, 7516027904
10, 100000, 20000, 5762805732
10, 100000, 80000, 5105870077
10, 100000, 90000, 5675955405
10, 100000, 50000, 6237212202
10, 100000, 10000, 5643296276
10, 100000, 80000, 5046654519
10, 100000, 70000, 4883143747
10, 100000, 80000, 5609598770
10, 100000, 90000, 5678802464
10, 100000, 40000, 5151227654
10, 100000, 80000, 5155398242
10, 100000, 10000, 5968528086
10, 100000, 100000, 4815561282
10, 100000, 70000, 4900083634
10, 100000, 80000, 5131377570
10, 100000, 30000, 6400371840
10, 100000, 40000, 6399825683
10, 100000, 40000, 5652039526
10, 100000, 20000, 4500114770
10, 100000, 20000, 4033408025
10, 100000, 70000, 4028495554
10, 100000, 80000, 3836207084
10, 100000, 100000, 4111429399
10, 100000, 100000, 4517567863
10, 100000, 60000, 5313188168
10, 100000, 100000, 4314647259
10, 100000, 40000, 5077360112
10, 100000, 20000, 4600942106
10, 100000, 60000, 4417400948
10, 100000, 100000, 4804075579
10, 100000, 30000, 6374636481
10, 100000, 80000, 5779177785
10, 100000, 40000, 5647537713
10, 100000, 80000, 5210400724
10, 100000, 70000, 4424520324
10, 100000, 60000, 4930740842
10, 100000, 40000, 4169294701
10, 100000, 70000, 5024316645
10, 100000, 30000, 5364456321
10, 100000, 30000, 4971686894
10, 100000, 50000, 4066428915
10, 100000, 80000, 4040671641
10, 100000, 70000, 4602750792
10, 100000, 70000, 5368343889
10, 100000, 50000, 5189275505
10, 100000, 20000, 4412938394
10, 100000, 20000, 4505305634
10, 100000, 10000, 3649836763
10, 100000, 60000, 3309392485
10, 100000, 10000, 3881815840
10, 100000, 70000, 3872570773
10, 100000, 20000, 4351176964
10, 100000, 100000, 3643492482
10, 100000, 60000, 2518966861
10, 100000, 40000, 3105774577
10, 100000, 100000, 3635253562
10, 100000, 40000, 4911051277
10, 100000, 40000, 4911709552
10, 100000, 60000, 4911257964
10, 100000, 50000, 5126374821
10, 100000, 30000, 5618555037
10, 100000, 60000, 5140598269
10, 100000, 50000, 6551677033
10, 100000, 10000, 6430211380
10, 100000, 30000, 5494791547
10, 100000, 80000, 4964438758
10, 100000, 20000, 4389657285
10, 100000, 40000, 4389318825
10, 100000, 10000, 4389002566
10, 100000, 40000, 3601896525
10, 100000, 10000, 3458446546
10, 100000, 40000, 3550814018
10, 100000, 80000, 2145960660
10, 100000, 40000, 2591824342
10, 100000, 70000, 2695079772
10, 100000, 90000, 3443611739
10, 100000, 90000, 3343549998
10, 100000, 50000, 4238019486
10, 100000, 40000, 4822811472
10, 100000, 10000, 4823028688
10, 100000, 40000, 3816828667
10, 100000, 40000, 4038588029
10, 100000, 10000, 4538183168
10, 100000, 90000, 3852527848
10, 100000, 50000, 3948854887
10, 100000, 50000, 3558113284
10, 100000, 90000, 3278677669
10, 100000, 20000, 3476645439
10, 100000, 50000, 2892290773
10, 100000, 70000, 3409290440
10, 100000, 30000, 3809037463
10, 100000, 10000, 3493737906
10, 100000, 80000, 2984029214
10, 100000, 60000, 4209185403
10, 100000, 40000, 4313769013
10, 100000, 40000, 3954827250
10, 100000, 10000, 4034665127
10, 100000, 100000, 2943536881
10, 100000, 40000, 3945663111
10, 100000, 90000, 3889045395
10, 100000, 90000, 4000604797
10, 100000, 60000, 5226383995
10, 100000, 30000, 5316706972
10, 100000, 20000, 4654476158
10, 100000, 10000, 4350511913
10, 100000, 80000, 4350013614
10, 100000, 100000, 123
10, 100000, 30000, 4931971613
10, 100000, 30000, 5716291162
10, 100000, 20000, 4714809962
10, 100000, 90000, 5027470517
10, 100000, 60000, 5465656928
10, 100000, 30000, 4241397247
10, 100000, 10000, 4150529681
10, 100000, 100000, 4185573257
10, 100000, 10000, 5089454438
10, 100000, 20000, 4016779375
10, 100000, 70000, 4016577811
10, 100000, 80000, 3231814320
