producers, M, length, time
1000, 100000, 10000, 338
1000, 100000, 10000, 293
1000, 100000, 10000, 232
1000, 100000, 10000, 308
1000, 100000, 10000, 225
1000, 100000, 10000, 268
1000, 100000, 10000, 252
1000, 100000, 10000, 255
1000, 100000, 10000, 262
1000, 100000, 60000, 251
1000, 100000, 10000, 322
1000, 100000, 10000, 279
1000, 100000, 10000, 278
1000, 100000, 10000, 267
1000, 100000, 10000, 279
1000, 100000, 10000, 264
1000, 100000, 100000, 272
1000, 100000, 10000, 97
1000, 100000, 10000, 65
1000, 100000, 10000, 64
1000, 100000, 10000, 54
1000, 100000, 30000, 51
1000, 100000, 10000, 80
1000, 100000, 10000, 61
1000, 100000, 50000, 305
1000, 100000, 40000, 99
1000, 100000, 10000, 140
1000, 100000, 10000, 106
1000, 100000, 10000, 52
1000, 100000, 10000, 60
1000, 100000, 10000, 81
1000, 100000, 100000, 45
1000, 100000, 10000, 47
1000, 100000, 10000, 54
1000, 100000, 10000, 48
1000, 100000, 10000, 67
1000, 100000, 70000, 53
1000, 100000, 10000, 203
1000, 100000, 10000, 193
1000, 100000, 10000, 286
1000, 100000, 10000, 280
1000, 100000, 10000, 76
1000, 100000, 10000, 57
1000, 100000, 10000, 204
1000, 100000, 20000, 49
1000, 100000, 10000, 59
1000, 100000, 20000, 54
1000, 100000, 10000, 60
1000, 100000, 10000, 71
1000, 100000, 10000, 64
1000, 100000, 20000, 82
1000, 100000, 10000, 60
1000, 100000, 10000, 84
1000, 100000, 90000, 87
1000, 100000, 90000, 289
1000, 100000, 60000, 67
1000, 100000, 10000, 364
1000, 100000, 10000, 508
1000, 100000, 10000, 219
1000, 100000, 10000, 65
1000, 100000, 10000, 47
1000, 100000, 10000, 259
1000, 100000, 70000, 63
1000, 100000, 70000, 48
1000, 100000, 10000, 47
1000, 100000, 10000, 49
1000, 100000, 10000, 73
1000, 100000, 10000, 75
1000, 100000, 10000, 48
1000, 100000, 10000, 53
1000, 100000, 10000, 48
1000, 100000, 70000, 47
1000, 100000, 10000, 70
1000, 100000, 10000, 47
1000, 100000, 10000, 48
1000, 100000, 10000, 46
1000, 100000, 10000, 47
1000, 100000, 10000, 47
1000, 100000, 10000, 418
1000, 100000, 10000, 108
1000, 100000, 10000, 49
1000, 100000, 40000, 48
1000, 100000, 70000, 48
1000, 100000, 10000, 48
1000, 100000, 10000, 49
1000, 100000, 10000, 344
1000, 100000, 10000, 72
1000, 100000, 10000, 48
1000, 100000, 10000, 47
1000, 100000, 10000, 48
1000, 100000, 100000, 49
1000, 100000, 10000, 48
1000, 100000, 10000, 47
1000, 100000, 10000, 246
1000, 100000, 10000, 75
1000, 100000, 60000, 48
1000, 100000, 10000, 49
1000, 100000, 90000, 47
1000, 100000, 10000, 49
1000, 100000, 10000, 52
1000, 100000, 10000, 47
1000, 100000, 10000, 49
1000, 100000, 10000, 51
1000, 100000, 30000, 48
1000, 100000, 10000, 210
1000, 100000, 10000, 68
1000, 100000, 10000, 48
1000, 100000, 20000, 48
1000, 100000, 10000, 48
1000, 100000, 20000, 46
1000, 100000, 90000, 47
1000, 100000, 10000, 47
1000, 100000, 10000, 46
1000, 100000, 10000, 351
1000, 100000, 100000, 82
1000, 100000, 30000, 48
1000, 100000, 10000, 470
1000, 100000, 10000, 73
1000, 100000, 10000, 56
1000, 100000, 10000, 65
1000, 100000, 70000, 100
1000, 100000, 40000, 47
1000, 100000, 10000, 47
1000, 100000, 10000, 55
1000, 100000, 10000, 508
1000, 100000, 10000, 70
1000, 100000, 10000, 69
1000, 100000, 10000, 51
1000, 100000, 10000, 52
1000, 100000, 80000, 47
1000, 100000, 10000, 53
1000, 100000, 10000, 465
1000, 100000, 10000, 60
1000, 100000, 10000, 47
1000, 100000, 10000, 47
1000, 100000, 10000, 48
1000, 100000, 10000, 46
1000, 100000, 80000, 48
1000, 100000, 10000, 47
1000, 100000, 10000, 48
1000, 100000, 10000, 46
1000, 100000, 10000, 47
1000, 100000, 10000, 48
1000, 100000, 10000, 47
1000, 100000, 40000, 60
1000, 100000, 10000, 47
1000, 100000, 10000, 47
1000, 100000, 10000, 50
1000, 100000, 10000, 48
1000, 100000, 10000, 819
1000, 100000, 60000, 66
1000, 100000, 30000, 46
1000, 100000, 10000, 48
1000, 100000, 10000, 385
1000, 100000, 10000, 61
1000, 100000, 10000, 47
1000, 100000, 10000, 48
1000, 100000, 40000, 48
1000, 100000, 10000, 49
1000, 100000, 10000, 50
1000, 100000, 10000, 48
1000, 100000, 10000, 49
1000, 100000, 10000, 47
1000, 100000, 40000, 48
1000, 100000, 80000, 48
1000, 100000, 10000, 47
1000, 100000, 10000, 48
1000, 100000, 10000, 48
1000, 100000, 10000, 46
1000, 100000, 10000, 47
1000, 100000, 10000, 47
1000, 100000, 10000, 394
1000, 100000, 10000, 65
1000, 100000, 40000, 47
1000, 100000, 10000, 57
1000, 100000, 10000, 53
1000, 100000, 10000, 61
1000, 100000, 10000, 76
1000, 100000, 10000, 62
1000, 100000, 30000, 59
1000, 100000, 10000, 88
1000, 100000, 10000, 55
1000, 100000, 80000, 56
1000, 100000, 10000, 60
1000, 100000, 10000, 57
1000, 100000, 60000, 366
1000, 100000, 10000, 50
1000, 100000, 10000, 41
1000, 100000, 10000, 49
1000, 100000, 10000, 50
1000, 100000, 10000, 48
1000, 100000, 10000, 84
1000, 100000, 10000, 48
1000, 100000, 30000, 814
1000, 100000, 10000, 96
1000, 100000, 70000, 47
1000, 100000, 10000, 112
1000, 100000, 10000, 784
1000, 100000, 10000, 62
1000, 100000, 10000, 60
1000, 100000, 10000, 51
1000, 100000, 10000, 53
1000, 100000, 10000, 55
1000, 100000, 10000, 52
1000, 100000, 40000, 64
1000, 100000, 30000, 50
1000, 100000, 10000, 82
1000, 100000, 10000, 50
1000, 100000, 10000, 736
1000, 100000, 10000, 97
1000, 100000, 10000, 69
1000, 100000, 90000, 86
1000, 100000, 10000, 50
1000, 100000, 10000, 52
1000, 100000, 10000, 50
