producers, M, length, time
100, 10000, 10000, 4701
100, 10000, 1000, 928
100, 10000, 1000, 699
100, 10000, 1000, 773
100, 10000, 4000, 1203
100, 10000, 5000, 910
100, 10000, 1000, 783
100, 10000, 1000, 737
100, 10000, 7000, 734
100, 10000, 6000, 747
100, 10000, 1000, 738
100, 10000, 1000, 789
100, 10000, 5000, 735
100, 10000, 1000, 1103
100, 10000, 1000, 182715268
100, 10000, 1000, 161889545
100, 10000, 1000, 161803109
100, 10000, 8000, 161637769
100, 10000, 1000, 109675794
100, 10000, 1000, 104644814
100, 10000, 1000, 104593131
100, 10000, 1000, 104448684
100, 10000, 1000, 103546772
100, 10000, 1000, 102749293
100, 10000, 7000, 102892278
100, 10000, 1000, 43586131
100, 10000, 1000, 22087485
100, 10000, 8000, 22314664
100, 10000, 1000, 23383945
100, 10000, 1000, 86301358
100, 10000, 1000, 87227445
100, 10000, 1000, 87959406
100, 10000, 1000, 88398065
100, 10000, 1000, 88882984
100, 10000, 1000, 94583583
100, 10000, 1000, 94834948
100, 10000, 1000, 95169049
100, 10000, 9000, 95716115
100, 10000, 1000, 104292786
100, 10000, 7000, 105395128
100, 10000, 1000, 120
100, 10000, 1000, 105860852
100, 10000, 1000, 106061768
100, 10000, 1000, 106130173
100, 10000, 4000, 116132389
100, 10000, 1000, 116793072
100, 10000, 1000, 116878465
100, 10000, 1000, 129503670
100, 10000, 1000, 143879985
100, 10000, 1000, 145469327
100, 10000, 5000, 146465632
100, 10000, 1000, 147084143
100, 10000, 1000, 156638818
100, 10000, 1000, 156819628
100, 10000, 1000, 156881286
100, 10000, 9000, 157069962
100, 10000, 1000, 158070444
100, 10000, 1000, 158511264
100, 10000, 6000, 158520573
100, 10000, 1000, 159185661
100, 10000, 1000, 159679593
100, 10000, 1000, 159817564
100, 10000, 1000, 177076046
100, 10000, 4000, 177229086
100, 10000, 1000, 177637594
100, 10000, 8000, 184883772
100, 10000, 1000, 185754614
100, 10000, 1000, 185844845
100, 10000, 1000, 185969859
100, 10000, 1000, 186000803
100, 10000, 1000, 186303745
100, 10000, 9000, 186352586
100, 10000, 1000, 187330155
100, 10000, 1000, 187785658
100, 10000, 1000, 188324864
100, 10000, 1000, 191214269
100, 10000, 1000, 191394355
100, 10000, 1000, 191419228
100, 10000, 1000, 191664359
100, 10000, 1000, 191849722
100, 10000, 1000, 192051156
100, 10000, 1000, 202523128
100, 10000, 1000, 202559310
100, 10000, 8000, 202787200
100, 10000, 1000, 222889682
100, 10000, 2000, 222980112
100, 10000, 1000, 223803867
100, 10000, 1000, 225463221
100, 10000, 1000, 225576101
100, 10000, 1000, 225634373
100, 10000, 9000, 225656708
100, 10000, 1000, 226219905
100, 10000, 2000, 226460857
100, 10000, 1000, 234983143
100, 10000, 1000, 235266356
100, 10000, 1000, 235309279
100, 10000, 7000, 235572528
100, 10000, 10000, 272956477
100, 10000, 2000, 273213595
100, 10000, 1000, 273706687
100, 10000, 1000, 289868552
100, 10000, 1000, 289913860
100, 10000, 7000, 330933524
100, 10000, 1000, 340685766
100, 10000, 1000, 341021504
100, 10000, 6000, 341113452
100, 10000, 1000, 341619241
100, 10000, 1000, 342099857
100, 10000, 1000, 342131682
100, 10000, 1000, 342962095
100, 10000, 1000, 344372577
100, 10000, 1000, 357737145
100, 10000, 1000, 360445595
100, 10000, 1000, 360607648
100, 10000, 1000, 360420300
100, 10000, 8000, 360238265
100, 10000, 1000, 364358595
100, 10000, 9000, 364620688
100, 10000, 5000, 381365010
100, 10000, 1000, 400882802
100, 10000, 1000, 402113168
100, 10000, 1000, 402033582
100, 10000, 1000, 402494972
100, 10000, 1000, 402140692
100, 10000, 1000, 401950800
100, 10000, 4000, 401772477
100, 10000, 5000, 402140805
100, 10000, 1000, 409899690
100, 10000, 9000, 408982885
100, 10000, 1000, 418850787
