producers, M, length, time
10, 100000, 10000, 397
10, 100000, 40000, 296
10, 100000, 20000, 311
10, 100000, 10000, 349
10, 100000, 80000, 266
10, 100000, 60000, 363
10, 100000, 10000, 283
10, 100000, 10000, 305
10, 100000, 10000, 348
10, 100000, 10000, 69
10, 100000, 10000, 47
10, 100000, 50000, 47
10, 100000, 10000, 228
10, 100000, 10000, 179
10, 100000, 10000, 194
10, 100000, 10000, 192
10, 100000, 10000, 176
10, 100000, 10000, 156
10, 100000, 10000, 181
10, 100000, 10000, 188
10, 100000, 60000, 192
10, 100000, 50000, 223
10, 100000, 30000, 226
10, 100000, 10000, 329
10, 100000, 10000, 245
10, 100000, 10000, 247
10, 100000, 20000, 255
10, 100000, 30000, 476
10, 100000, 40000, 237
10, 100000, 10000, 237
10, 100000, 10000, 48
10, 100000, 10000, 47
10, 100000, 10000, 47
10, 100000, 10000, 47
10, 100000, 10000, 76
10, 100000, 40000, 48
10, 100000, 10000, 49
10, 100000, 10000, 47
10, 100000, 80000, 80
10, 100000, 10000, 51
10, 100000, 10000, 55
10, 100000, 10000, 51
10, 100000, 10000, 48
10, 100000, 10000, 47
10, 100000, 10000, 47
10, 100000, 10000, 56
10, 100000, 20000, 75
10, 100000, 70000, 203
10, 100000, 10000, 222
10, 100000, 10000, 51
10, 100000, 10000, 57
10, 100000, 10000, 48
10, 100000, 10000, 48
10, 100000, 10000, 46
10, 100000, 10000, 48
10, 100000, 10000, 54
10, 100000, 10000, 56
10, 100000, 10000, 49
10, 100000, 10000, 46
10, 100000, 10000, 63
10, 100000, 60000, 66
10, 100000, 10000, 59
10, 100000, 10000, 53
10, 100000, 10000, 66
10, 100000, 10000, 52
10, 100000, 80000, 61
10, 100000, 10000, 63
10, 100000, 10000, 286
10, 100000, 10000, 47
10, 100000, 90000, 48
10, 100000, 100000, 8422528604
10, 100000, 10000, 53
10, 100000, 70000, 7996230153
10, 100000, 10000, 49
10, 100000, 10000, 49
10, 100000, 10000, 47
10, 100000, 10000, 48
10, 100000, 100000, 47
10, 100000, 10000, 49
10, 100000, 80000, 8366371587
10, 100000, 60000, 96
10, 100000, 20000, 128
10, 100000, 10000, 102
10, 100000, 80000, 10100094234
10, 100000, 10000, 47
10, 100000, 20000, 49
10, 100000, 10000, 47
10, 100000, 80000, 52
10, 100000, 10000, 51
10, 100000, 60000, 9667654857
10, 100000, 10000, 51
10, 100000, 10000, 48
10, 100000, 10000, 48
10, 100000, 30000, 47
10, 100000, 40000, 51
10, 100000, 90000, 10939352586
10, 100000, 60000, 52
10, 100000, 10000, 53
10, 100000, 10000, 47
10, 100000, 100000, 12009531545
10, 100000, 10000, 48
10, 100000, 10000, 50
10, 100000, 10000, 48
10, 100000, 10000, 52
10, 100000, 10000, 76
10, 100000, 10000, 48
10, 100000, 10000, 49
10, 100000, 10000, 48
10, 100000, 30000, 47
10, 100000, 10000, 48
10, 100000, 10000, 47
10, 100000, 80000, 11525857875
10, 100000, 10000, 72
10, 100000, 100000, 11556296396
10, 100000, 10000, 55
10, 100000, 10000, 47
10, 100000, 10000, 53
10, 100000, 10000, 88
10, 100000, 10000, 49
10, 100000, 50000, 51
10, 100000, 10000, 46
10, 100000, 10000, 47
10, 100000, 10000, 53
10, 100000, 10000, 47
10, 100000, 10000, 47
10, 100000, 10000, 47
10, 100000, 50000, 48
10, 100000, 10000, 46
10, 100000, 10000, 48
10, 100000, 100000, 47
10, 100000, 30000, 49
10, 100000, 40000, 55
10, 100000, 10000, 47
10, 100000, 10000, 46
10, 100000, 10000, 47
10, 100000, 10000, 48
10, 100000, 10000, 48
10, 100000, 10000, 48
10, 100000, 10000, 49
10, 100000, 40000, 13196073071
10, 100000, 40000, 47
10, 100000, 10000, 48
10, 100000, 10000, 48
10, 100000, 10000, 47
10, 100000, 10000, 48
10, 100000, 10000, 48
10, 100000, 10000, 48
10, 100000, 10000, 48
10, 100000, 10000, 49
10, 100000, 10000, 49
10, 100000, 10000, 47
10, 100000, 20000, 50
10, 100000, 10000, 47
10, 100000, 10000, 48
10, 100000, 10000, 48
10, 100000, 10000, 47
10, 100000, 10000, 47
10, 100000, 10000, 48
10, 100000, 10000, 47
10, 100000, 10000, 47
10, 100000, 10000, 48
10, 100000, 10000, 48
10, 100000, 10000, 48
10, 100000, 70000, 41
10, 100000, 10000, 49
10, 100000, 10000, 41
10, 100000, 10000, 48
10, 100000, 10000, 40
10, 100000, 20000, 47
10, 100000, 10000, 47
10, 100000, 10000, 13195166989
10, 100000, 10000, 57
10, 100000, 10000, 47
10, 100000, 20000, 48
10, 100000, 60000, 48
10, 100000, 10000, 77
10, 100000, 10000, 48
10, 100000, 10000, 57
10, 100000, 10000, 51
10, 100000, 10000, 46
10, 100000, 10000, 46
10, 100000, 10000, 47
10, 100000, 10000, 47
10, 100000, 80000, 56
10, 100000, 10000, 102
10, 100000, 40000, 12100641722
10, 100000, 100000, 49
10, 100000, 10000, 49
10, 100000, 10000, 49
10, 100000, 10000, 48
10, 100000, 10000, 49
10, 100000, 30000, 51
10, 100000, 10000, 51
