producers, M, length, time
1000, 10000, 7000, 6369
1000, 10000, 7000, 1164
1000, 10000, 4000, 77997539
1000, 10000, 10000, 282
1000, 10000, 1000, 2311
1000, 10000, 10000, 1499
1000, 10000, 7000, 371
1000, 10000, 9000, 528
1000, 10000, 6000, 270
1000, 10000, 10000, 296
1000, 10000, 9000, 289
1000, 10000, 7000, 300
1000, 10000, 2000, 368
1000, 10000, 1000, 320485338
1000, 10000, 7000, 280
1000, 10000, 4000, 329
1000, 10000, 7000, 361895454
1000, 10000, 4000, 379
1000, 10000, 10000, 393
1000, 10000, 8000, 303
1000, 10000, 4000, 341721719
1000, 10000, 1000, 16522
1000, 10000, 6000, 381
1000, 10000, 10000, 477074079
1000, 10000, 3000, 355
1000, 10000, 2000, 597194339
1000, 10000, 6000, 524
1000, 10000, 8000, 677
1000, 10000, 7000, 400
1000, 10000, 5000, 283
1000, 10000, 1000, 735391992
1000, 10000, 7000, 364
1000, 10000, 6000, 363
1000, 10000, 4000, 355
1000, 10000, 3000, 327
1000, 10000, 8000, 329
1000, 10000, 8000, 405
1000, 10000, 6000, 346
1000, 10000, 1000, 361
1000, 10000, 6000, 407
1000, 10000, 9000, 341
1000, 10000, 1000, 362
1000, 10000, 4000, 854733687
1000, 10000, 4000, 644402344
1000, 10000, 3000, 307
1000, 10000, 3000, 889262185
1000, 10000, 2000, 1302
1000, 10000, 9000, 901215853
1000, 10000, 5000, 348
1000, 10000, 10000, 398
1000, 10000, 4000, 940438743
1000, 10000, 3000, 949114778
1000, 10000, 5000, 369
1000, 10000, 8000, 351
1000, 10000, 6000, 219
1000, 10000, 1000, 244
1000, 10000, 1000, 973605221
1000, 10000, 7000, 326
1000, 10000, 1000, 342
1000, 10000, 3000, 1032728142
1000, 10000, 8000, 1299
1000, 10000, 9000, 357
1000, 10000, 2000, 264
1000, 10000, 8000, 321
1000, 10000, 3000, 335
1000, 10000, 3000, 1277972254
1000, 10000, 10000, 1092
1000, 10000, 10000, 408
1000, 10000, 3000, 273
1000, 10000, 6000, 384
1000, 10000, 7000, 284
1000, 10000, 3000, 260
1000, 10000, 10000, 355
1000, 10000, 7000, 1794
1000, 10000, 2000, 337
1000, 10000, 4000, 1510399656
1000, 10000, 9000, 1510813597
1000, 10000, 3000, 1141740917
1000, 10000, 2000, 4169
1000, 10000, 3000, 1540525274
1000, 10000, 2000, 1539824742
1000, 10000, 9000, 1126627228
1000, 10000, 2000, 1574097612
1000, 10000, 6000, 1576729357
1000, 10000, 7000, 1592063332
1000, 10000, 10000, 1602181808
1000, 10000, 1000, 209
1000, 10000, 1000, 1615639063
1000, 10000, 6000, 1615883230
1000, 10000, 10000, 898690046
1000, 10000, 2000, 1617780743
1000, 10000, 5000, 1619118100
1000, 10000, 8000, 1635546084
1000, 10000, 10000, 1668381369
1000, 10000, 1000, 1690043233
1000, 10000, 2000, 1691865971
1000, 10000, 1000, 1699097280
1000, 10000, 6000, 1699548282
1000, 10000, 2000, 1700843489
1000, 10000, 10000, 889708126
1000, 10000, 5000, 1718148727
1000, 10000, 4000, 1726509473
1000, 10000, 3000, 1726853837
1000, 10000, 7000, 1769213914
1000, 10000, 7000, 1778327796
1000, 10000, 7000, 1781470141
1000, 10000, 10000, 1797336530
1000, 10000, 10000, 1810818479
1000, 10000, 5000, 1812822147
1000, 10000, 9000, 1823460565
1000, 10000, 8000, 1839902185
1000, 10000, 1000, 1840333935
1000, 10000, 5000, 1856003882
1000, 10000, 9000, 1860142001
1000, 10000, 5000, 163
1000, 10000, 10000, 908308517
1000, 10000, 2000, 1876929226
1000, 10000, 5000, 1901257396
1000, 10000, 3000, 1927825868
1000, 10000, 10000, 932635503
1000, 10000, 4000, 314
1000, 10000, 3000, 1950189007
1000, 10000, 8000, 1960122188
1000, 10000, 8000, 2002184362
1000, 10000, 8000, 2004063036
1000, 10000, 10000, 2026793897
1000, 10000, 9000, 2041937840
1000, 10000, 5000, 2042271683
1000, 10000, 4000, 2066836255
1000, 10000, 8000, 2068074896
1000, 10000, 7000, 2082486585
1000, 10000, 3000, 2083591330
1000, 10000, 1000, 2095310868
1000, 10000, 3000, 2096436143
1000, 10000, 1000, 2097732566
1000, 10000, 10000, 2098880792
1000, 10000, 3000, 2101324354
1000, 10000, 2000, 2146242075
1000, 10000, 6000, 2154430869
1000, 10000, 1000, 2154731496
1000, 10000, 2000, 2166786773
1000, 10000, 7000, 2166998236
1000, 10000, 9000, 638514820
1000, 10000, 7000, 328
1000, 10000, 6000, 2194160758
1000, 10000, 5000, 2206282640
1000, 10000, 5000, 2206730402
1000, 10000, 6000, 2224054363
1000, 10000, 7000, 2224268600
1000, 10000, 2000, 2244806246
1000, 10000, 3000, 2245012214
1000, 10000, 6000, 2254969252
1000, 10000, 6000, 645653095
1000, 10000, 5000, 150
1000, 10000, 4000, 2259583363
1000, 10000, 9000, 2273342897
1000, 10000, 2000, 165
1000, 10000, 6000, 2271510519
1000, 10000, 5000, 2279493071
1000, 10000, 6000, 2283453850
1000, 10000, 2000, 2285268884
1000, 10000, 9000, 2307976731
1000, 10000, 10000, 2337797417
1000, 10000, 5000, 2338204303
1000, 10000, 1000, 2338830670
1000, 10000, 2000, 2363672308
1000, 10000, 10000, 2384080476
1000, 10000, 10000, 2418060873
1000, 10000, 10000, 2431641903
1000, 10000, 7000, 162
1000, 10000, 1000, 230
1000, 10000, 2000, 2449559784
1000, 10000, 8000, 2450290750
1000, 10000, 3000, 2463797677
1000, 10000, 4000, 2464120950
1000, 10000, 6000, 2468332942
1000, 10000, 3000, 2475486647
1000, 10000, 6000, 2478244148
1000, 10000, 4000, 2478517453
1000, 10000, 9000, 2484361176
1000, 10000, 7000, 612896890
1000, 10000, 7000, 2502872904
1000, 10000, 6000, 2517329753
1000, 10000, 5000, 2531230214
1000, 10000, 1000, 2548676636
1000, 10000, 5000, 2563704321
1000, 10000, 6000, 2565644004
1000, 10000, 7000, 2566216785
1000, 10000, 1000, 2597501587
1000, 10000, 6000, 2597629424
1000, 10000, 7000, 2622744311
1000, 10000, 7000, 2623484479
1000, 10000, 10000, 2635683378
1000, 10000, 4000, 2645382076
1000, 10000, 7000, 2645619174
1000, 10000, 2000, 2645836310
1000, 10000, 2000, 2658844283
1000, 10000, 10000, 2660607724
1000, 10000, 7000, 2673337681
1000, 10000, 10000, 2678223642
1000, 10000, 9000, 2688344442
1000, 10000, 2000, 2714239739
1000, 10000, 2000, 2714473837
1000, 10000, 10000, 2721740231
1000, 10000, 4000, 2722076877
1000, 10000, 1000, 2724009186
1000, 10000, 1000, 2724093418
1000, 10000, 3000, 2738135448
1000, 10000, 8000, 105
1000, 10000, 9000, 579678978
1000, 10000, 2000, 2780200233
1000, 10000, 6000, 2802523915
1000, 10000, 1000, 213
1000, 10000, 8000, 2800130022
1000, 10000, 9000, 620167162
1000, 10000, 2000, 91
1000, 10000, 9000, 2838874681
1000, 10000, 6000, 154
1000, 10000, 3000, 644206296
1000, 10000, 3000, 98
1000, 10000, 3000, 2845322319
1000, 10000, 7000, 2853767860
1000, 10000, 5000, 2860854865
1000, 10000, 5000, 2881555594
1000, 10000, 10000, 2894860447
1000, 10000, 9000, 2919763402
1000, 10000, 9000, 2932166612
1000, 10000, 2000, 2932629828
1000, 10000, 5000, 2933255418
1000, 10000, 3000, 2946973667
1000, 10000, 10000, 2970783217
1000, 10000, 5000, 2986866707
1000, 10000, 2000, 601
