producers, M, length, time
10, 10000, 6000, 5611
10, 10000, 10000, 987
10, 10000, 4000, 943
10, 10000, 10000, 738
10, 10000, 4000, 1083
10, 10000, 9000, 823
10, 10000, 1000, 923
10, 10000, 7000, 727
10, 10000, 6000, 496
10, 10000, 10000, 1065
10, 10000, 9000, 189902069
10, 10000, 2000, 158433921
10, 10000, 2000, 139126915
10, 10000, 8000, 106624179
10, 10000, 10000, 150154009
10, 10000, 3000, 151405673
10, 10000, 5000, 168079775
10, 10000, 4000, 171574635
10, 10000, 9000, 157822354
10, 10000, 2000, 146861424
10, 10000, 4000, 139663972
10, 10000, 7000, 143299192
10, 10000, 8000, 143514211
10, 10000, 1000, 66113329
10, 10000, 9000, 76008176
10, 10000, 9000, 48548854
10, 10000, 1000, 130150246
10, 10000, 9000, 130514797
10, 10000, 10000, 153457320
10, 10000, 9000, 180260163
10, 10000, 9000, 306708406
10, 10000, 1000, 160797341
10, 10000, 8000, 218342123
10, 10000, 7000, 634
10, 10000, 3000, 175363488
10, 10000, 7000, 100734377
10, 10000, 7000, 84453799
10, 10000, 6000, 60599279
10, 10000, 8000, 628
10, 10000, 5000, 241305270
10, 10000, 7000, 247219999
10, 10000, 2000, 700
10, 10000, 1000, 72675088
10, 10000, 5000, 59909192
10, 10000, 8000, 227106768
10, 10000, 2000, 664
10, 10000, 10000, 230317493
10, 10000, 1000, 2626
10, 10000, 3000, 199991920
10, 10000, 8000, 268477325
10, 10000, 4000, 261435436
10, 10000, 10000, 323583722
10, 10000, 2000, 480
10, 10000, 1000, 267456106
10, 10000, 9000, 360322175
10, 10000, 9000, 356625687
10, 10000, 1000, 153727063
10, 10000, 9000, 114469286
10, 10000, 8000, 538
10, 10000, 1000, 120616573
10, 10000, 8000, 409678268
10, 10000, 7000, 454
10, 10000, 6000, 155151198
10, 10000, 10000, 115579047
10, 10000, 10000, 354645059
10, 10000, 6000, 308480489
10, 10000, 9000, 581
10, 10000, 7000, 207727771
10, 10000, 5000, 301
10, 10000, 1000, 98989716
10, 10000, 5000, 72133108
10, 10000, 7000, 72553187
10, 10000, 6000, 66058722
10, 10000, 8000, 3766
10, 10000, 7000, 211328009
10, 10000, 3000, 287418041
10, 10000, 4000, 322353995
10, 10000, 2000, 349
10, 10000, 3000, 257123649
10, 10000, 9000, 253627009
10, 10000, 1000, 242753657
10, 10000, 10000, 353919246
10, 10000, 4000, 506394942
10, 10000, 7000, 471327300
10, 10000, 10000, 559999304
10, 10000, 2000, 498
10, 10000, 5000, 325732512
10, 10000, 7000, 571546328
10, 10000, 3000, 254
10, 10000, 10000, 325446283
10, 10000, 5000, 285131035
10, 10000, 4000, 500
10, 10000, 8000, 482491610
10, 10000, 2000, 438
10, 10000, 2000, 100750904
10, 10000, 10000, 423429805
10, 10000, 3000, 448
10, 10000, 7000, 389084990
10, 10000, 4000, 425
10, 10000, 9000, 75842409
10, 10000, 3000, 87298607
10, 10000, 1000, 88268606
10, 10000, 4000, 147142763
10, 10000, 6000, 77844873
10, 10000, 5000, 50527179
10, 10000, 5000, 51288492
10, 10000, 7000, 50814618
10, 10000, 4000, 162451746
10, 10000, 1000, 844
10, 10000, 3000, 59549610
10, 10000, 4000, 51382336
10, 10000, 8000, 39805597
10, 10000, 5000, 33603368
10, 10000, 8000, 63437284
10, 10000, 9000, 59939012
10, 10000, 5000, 83494026
10, 10000, 10000, 106704892
10, 10000, 6000, 94887827
10, 10000, 5000, 130400080
10, 10000, 6000, 126029105
10, 10000, 5000, 140831976
10, 10000, 9000, 189160529
10, 10000, 4000, 352
10, 10000, 2000, 129942624
10, 10000, 5000, 111658619
10, 10000, 5000, 77597564
10, 10000, 7000, 181122628
10, 10000, 6000, 530
10, 10000, 7000, 61787084
10, 10000, 3000, 57350470
10, 10000, 1000, 42380163
10, 10000, 8000, 177931121
10, 10000, 3000, 477
10, 10000, 3000, 51868406
10, 10000, 5000, 44957485
10, 10000, 6000, 132616372
10, 10000, 9000, 733
10, 10000, 7000, 50491331
10, 10000, 9000, 69283301
10, 10000, 5000, 75359688
10, 10000, 8000, 87024662
10, 10000, 8000, 99325861
10, 10000, 4000, 99555573
10, 10000, 10000, 173141978
10, 10000, 6000, 174592721
10, 10000, 1000, 113146088
10, 10000, 6000, 168955053
10, 10000, 1000, 113
10, 10000, 8000, 109873834
10, 10000, 5000, 73815656
10, 10000, 9000, 71469692
10, 10000, 6000, 58969326
10, 10000, 10000, 180621557
10, 10000, 5000, 61744761
10, 10000, 1000, 49769655
10, 10000, 9000, 106138993
10, 10000, 10000, 26166587
10, 10000, 5000, 49486441
10, 10000, 8000, 34156480
10, 10000, 4000, 31091507
10, 10000, 10000, 120285648
10, 10000, 4000, 98244679
10, 10000, 1000, 112
10, 10000, 10000, 136239864
10, 10000, 6000, 86177263
10, 10000, 9000, 183528774
10, 10000, 4000, 133
10, 10000, 8000, 128089817
10, 10000, 7000, 132181851
10, 10000, 8000, 137342980
10, 10000, 3000, 128
10, 10000, 7000, 118236296
10, 10000, 6000, 169022212
10, 10000, 3000, 175
10, 10000, 5000, 89264644
10, 10000, 10000, 44631171
10, 10000, 9000, 49007535
10, 10000, 10000, 40650251
10, 10000, 1000, 130
10, 10000, 10000, 152814155
10, 10000, 8000, 133
10, 10000, 1000, 75268794
10, 10000, 9000, 120856359
10, 10000, 1000, 122
10, 10000, 6000, 53331304
10, 10000, 7000, 115921616
10, 10000, 3000, 369
10, 10000, 4000, 81288585
10, 10000, 5000, 157718171
10, 10000, 7000, 138
10, 10000, 6000, 212275766
10, 10000, 4000, 202
10, 10000, 7000, 109251153
10, 10000, 8000, 103718694
10, 10000, 5000, 191200367
10, 10000, 1000, 114792888
10, 10000, 5000, 121718936
10, 10000, 5000, 100831344
10, 10000, 4000, 108525355
10, 10000, 1000, 70438328
10, 10000, 6000, 48510573
10, 10000, 8000, 49117871
10, 10000, 6000, 29713731
10, 10000, 8000, 28369383
10, 10000, 4000, 38935376
10, 10000, 9000, 25245750
10, 10000, 9000, 281878201
10, 10000, 3000, 202
10, 10000, 1000, 40245475
10, 10000, 9000, 70627658
10, 10000, 6000, 63102441
10, 10000, 1000, 51684262
10, 10000, 10000, 109198061
10, 10000, 5000, 219
10, 10000, 7000, 119136807
10, 10000, 2000, 110691798
10, 10000, 10000, 190017160
10, 10000, 5000, 117471521
10, 10000, 7000, 83609737
10, 10000, 9000, 142149584
10, 10000, 4000, 32875791
10, 10000, 8000, 37453329
10, 10000, 2000, 145
10, 10000, 10000, 148044323
10, 10000, 8000, 142
10, 10000, 6000, 126028706
10, 10000, 5000, 48700194
10, 10000, 5000, 46235024
10, 10000, 2000, 103901843
10, 10000, 9000, 76250696
10, 10000, 1000, 118
10, 10000, 1000, 40409820
10, 10000, 5000, 48991236
10, 10000, 9000, 77435576
10, 10000, 10000, 257322592
10, 10000, 7000, 142
10, 10000, 9000, 57202231
10, 10000, 7000, 91772257
10, 10000, 7000, 78447039
10, 10000, 8000, 131910384
10, 10000, 4000, 214
10, 10000, 4000, 71314870
10, 10000, 7000, 143289230
10, 10000, 5000, 47278659
10, 10000, 10000, 153988740
10, 10000, 10000, 175
10, 10000, 9000, 189810655
10, 10000, 10000, 94928076
10, 10000, 10000, 218652182
10, 10000, 2000, 125
10, 10000, 3000, 25617905
10, 10000, 5000, 110
10, 10000, 9000, 162663136
10, 10000, 6000, 78216441
10, 10000, 10000, 228691314
10, 10000, 8000, 106180431
10, 10000, 3000, 114
10, 10000, 5000, 61808740
10, 10000, 2000, 143
10, 10000, 4000, 48305185
10, 10000, 4000, 86954766
10, 10000, 5000, 1004
10, 10000, 8000, 161234658
10, 10000, 1000, 441
10, 10000, 1000, 63436231
10, 10000, 7000, 73443583
10, 10000, 2000, 251
10, 10000, 6000, 90387703
10, 10000, 8000, 170
10, 10000, 3000, 78774894
10, 10000, 7000, 75742756
10, 10000, 6000, 96167658
10, 10000, 8000, 260051003
10, 10000, 6000, 116427816
10, 10000, 6000, 169800587
10, 10000, 3000, 103884862
10, 10000, 9000, 66074953
10, 10000, 8000, 156395459
10, 10000, 4000, 73452915
10, 10000, 10000, 53627545
10, 10000, 8000, 64148145
10, 10000, 8000, 74732974
10, 10000, 1000, 448
10, 10000, 10000, 89130410
10, 10000, 2000, 96265264
10, 10000, 5000, 84334467
10, 10000, 7000, 171863878
10, 10000, 6000, 234523731
10, 10000, 4000, 75135245
10, 10000, 9000, 81714836
