consumer, M, length, time
1000, 100000, 30000, 1188
1000, 100000, 80000, 1132
1000, 100000, 40000, 897
1000, 100000, 40000, 793
1000, 100000, 10000, 2067228103
1000, 100000, 70000, 800
1000, 100000, 100000, 701547766
1000, 100000, 20000, 2207427512
1000, 100000, 90000, 2251038069
1000, 100000, 90000, 2689168525
1000, 100000, 10000, 184
1000, 100000, 70000, 4508542269
1000, 100000, 60000, 189
1000, 100000, 70000, 2242861514
1000, 100000, 20000, 6345441554
1000, 100000, 100000, 6378130200
1000, 100000, 80000, 7780026581
1000, 100000, 40000, 186
1000, 100000, 60000, 8801095069
1000, 100000, 30000, 224
1000, 100000, 60000, 2975449558
1000, 100000, 20000, 9766117149
1000, 100000, 60000, 9800086320
1000, 100000, 60000, 2556733829
1000, 100000, 20000, 10793794427
1000, 100000, 20000, 10815849101
1000, 100000, 60000, 10856222833
1000, 100000, 70000, 572
1000, 100000, 40000, 2211750066
1000, 100000, 10000, 12152857932
1000, 100000, 40000, 12156608030
1000, 100000, 80000, 12419138023
1000, 100000, 20000, 13317115021
1000, 100000, 30000, 13354478752
1000, 100000, 10000, 13426579766
1000, 100000, 80000, 13433716767
1000, 100000, 50000, 14397996221
1000, 100000, 50000, 14688068628
1000, 100000, 50000, 4209393737
1000, 100000, 20000, 15269192110
1000, 100000, 90000, 15307351467
1000, 100000, 20000, 16430772567
1000, 100000, 70000, 16489299411
1000, 100000, 70000, 17298159850
1000, 100000, 60000, 4667727370
1000, 100000, 100000, 16359379637
1000, 100000, 30000, 20466847081
1000, 100000, 40000, 20563199584
1000, 100000, 80000, 7300987213
1000, 100000, 20000, 894
1000, 100000, 10000, 22122229298
1000, 100000, 40000, 22125042264
1000, 100000, 40000, 22267591654
1000, 100000, 20000, 22512555220
1000, 100000, 10000, 22537963395
1000, 100000, 70000, 22541548600
1000, 100000, 60000, 7920509249
1000, 100000, 60000, 23632245695
1000, 100000, 30000, 24038705176
1000, 100000, 10000, 24117416351
1000, 100000, 30000, 7690844145
1000, 100000, 90000, 342
1000, 100000, 50000, 25211894069
1000, 100000, 10000, 216
1000, 100000, 20000, 25564987861
1000, 100000, 10000, 25589163613
1000, 100000, 60000, 8307519576
1000, 100000, 30000, 460
1000, 100000, 100000, 26109303620
1000, 100000, 20000, 9610525252
1000, 100000, 90000, 27644015458
1000, 100000, 90000, 16616153688
1000, 100000, 40000, 373
1000, 100000, 30000, 11770562824
1000, 100000, 20000, 9947273000
1000, 100000, 60000, 30467743432
1000, 100000, 60000, 493
1000, 100000, 90000, 10626236332
1000, 100000, 10000, 341
1000, 100000, 20000, 32327607067
1000, 100000, 60000, 17957951275
1000, 100000, 50000, 10254421046
1000, 100000, 20000, 33086194279
1000, 100000, 30000, 33144893698
1000, 100000, 60000, 18588283860
1000, 100000, 30000, 140
1000, 100000, 30000, 33916790962
1000, 100000, 100000, 34102446704
1000, 100000, 40000, 153
1000, 100000, 60000, 13005638610
1000, 100000, 10000, 363
1000, 100000, 20000, 36766693995
1000, 100000, 80000, 36795396865
1000, 100000, 40000, 37770484663
1000, 100000, 90000, 145
1000, 100000, 10000, 39123401080
1000, 100000, 20000, 39128020658
1000, 100000, 20000, 39176076754
1000, 100000, 10000, 39214701002
1000, 100000, 40000, 39217041274
1000, 100000, 50000, 39549556770
1000, 100000, 70000, 39809071334
1000, 100000, 100000, 40556387150
1000, 100000, 30000, 42595727750
1000, 100000, 30000, 210
1000, 100000, 30000, 42960633862
1000, 100000, 60000, 43065049398
1000, 100000, 30000, 43609973899
1000, 100000, 30000, 43675111279
1000, 100000, 100000, 43753466367
1000, 100000, 50000, 303
1000, 100000, 70000, 18751692463
1000, 100000, 80000, 47234208365
1000, 100000, 80000, 19469589625
1000, 100000, 10000, 189
1000, 100000, 100000, 49199785555
1000, 100000, 10000, 140
1000, 100000, 40000, 50613565105
1000, 100000, 10000, 148
1000, 100000, 50000, 20376549658
1000, 100000, 40000, 51196064105
1000, 100000, 50000, 143
1000, 100000, 20000, 51629857001
1000, 100000, 40000, 145
1000, 100000, 20000, 51838959135
1000, 100000, 40000, 51887056876
1000, 100000, 40000, 21608215430
1000, 100000, 10000, 151
1000, 100000, 70000, 52333159572
1000, 100000, 10000, 52924917410
1000, 100000, 60000, 52930128261
1000, 100000, 20000, 151
1000, 100000, 70000, 53347158270
1000, 100000, 40000, 53901605074
1000, 100000, 30000, 21307892008
1000, 100000, 100000, 54186962727
1000, 100000, 100000, 55645291932
1000, 100000, 70000, 57156863272
1000, 100000, 30000, 144
1000, 100000, 10000, 57880838093
1000, 100000, 40000, 57887893612
1000, 100000, 60000, 58077839158
1000, 100000, 100000, 58596932647
1000, 100000, 50000, 59853357653
1000, 100000, 80000, 60208858808
1000, 100000, 60000, 225
1000, 100000, 80000, 61565012631
1000, 100000, 60000, 24772857958
1000, 100000, 20000, 63005606362
1000, 100000, 20000, 63041737043
1000, 100000, 90000, 39438643456
1000, 100000, 60000, 64219823929
1000, 100000, 100000, 64678762081
1000, 100000, 80000, 65992446019
1000, 100000, 30000, 66788654872
1000, 100000, 10000, 144
1000, 100000, 70000, 23812465944
1000, 100000, 40000, 67481316099
1000, 100000, 80000, 67655034189
1000, 100000, 10000, 154
1000, 100000, 60000, 68522731237
1000, 100000, 70000, 69114981079
1000, 100000, 90000, 69850350113
1000, 100000, 50000, 70902429006
1000, 100000, 40000, 71183360719
1000, 100000, 80000, 23140606616
