consumer, M, length, time
10, 10000, 5000, 876
10, 10000, 1000, 743
10, 10000, 1000, 724
10, 10000, 1000, 718
10, 10000, 1000, 684
10, 10000, 1000, 693
10, 10000, 1000, 673
10, 10000, 4000, 3148918
10, 10000, 1000, 16057508
10, 10000, 7000, 15847954
10, 10000, 8000, 55124529
10, 10000, 1000, 102293050
10, 10000, 1000, 102257808
10, 10000, 4000, 102123477
10, 10000, 1000, 685
10, 10000, 1000, 109769312
10, 10000, 1000, 109856731
10, 10000, 1000, 110099202
10, 10000, 10000, 97118597
10, 10000, 1000, 73320185
10, 10000, 1000, 25412711
10, 10000, 1000, 25323779
10, 10000, 3000, 18739595
10, 10000, 1000, 21647875
10, 10000, 1000, 22229510
10, 10000, 4000, 22297979
10, 10000, 1000, 25626203
10, 10000, 2000, 25766573
10, 10000, 6000, 11386677
10, 10000, 1000, 16650765
10, 10000, 1000, 16673978
10, 10000, 1000, 16679926
10, 10000, 4000, 12727238
10, 10000, 1000, 16042048
10, 10000, 1000, 15783808
10, 10000, 1000, 13320829
10, 10000, 1000, 12442774
10, 10000, 1000, 11685020
10, 10000, 6000, 6716968
10, 10000, 1000, 16169859
10, 10000, 1000, 17385686
10, 10000, 9000, 17656503
10, 10000, 1000, 40211074
10, 10000, 4000, 39622420
10, 10000, 8000, 41924090
10, 10000, 4000, 85094383
10, 10000, 1000, 108703691
10, 10000, 1000, 99706333
10, 10000, 1000, 100650315
10, 10000, 2000, 99443238
10, 10000, 3000, 78132952
10, 10000, 6000, 126389096
10, 10000, 1000, 4788
10, 10000, 7000, 95676077
10, 10000, 1000, 105091678
10, 10000, 1000, 849
10, 10000, 1000, 38131174
10, 10000, 1000, 31398122
10, 10000, 1000, 22279523
10, 10000, 1000, 13814549
10, 10000, 1000, 2135182
10, 10000, 5000, 65304390
10, 10000, 1000, 158
10, 10000, 5000, 49586697
10, 10000, 1000, 250
10, 10000, 1000, 18883913
10, 10000, 1000, 18358616
10, 10000, 1000, 18615661
10, 10000, 1000, 18636478
10, 10000, 1000, 18784527
10, 10000, 1000, 18773796
10, 10000, 9000, 18935276
10, 10000, 1000, 29918072
10, 10000, 6000, 21821938
10, 10000, 1000, 20989534
10, 10000, 5000, 20962996
10, 10000, 1000, 25628738
10, 10000, 1000, 25395936
10, 10000, 1000, 25829036
10, 10000, 1000, 25232239
10, 10000, 1000, 25254641
10, 10000, 1000, 13651251
10, 10000, 1000, 13760812
10, 10000, 1000, 6258066
10, 10000, 1000, 6341975
10, 10000, 1000, 2194029
10, 10000, 1000, 1781361
10, 10000, 8000, 1791333
10, 10000, 1000, 11616866
10, 10000, 1000, 11637385
10, 10000, 5000, 11564121
10, 10000, 1000, 14728606
10, 10000, 1000, 14553329
10, 10000, 1000, 14803693
10, 10000, 7000, 14902924
10, 10000, 7000, 24214244
10, 10000, 1000, 32653583
10, 10000, 1000, 23073792
10, 10000, 1000, 22623322
10, 10000, 1000, 22610084
10, 10000, 1000, 19613592
10, 10000, 1000, 19599551
10, 10000, 1000, 20058077
10, 10000, 1000, 19878026
10, 10000, 1000, 10562263
10, 10000, 1000, 2443232
10, 10000, 1000, 2456968
10, 10000, 1000, 2239351
10, 10000, 1000, 2194533
10, 10000, 1000, 2158673
10, 10000, 5000, 2102530
10, 10000, 1000, 6224494
10, 10000, 1000, 5867930
10, 10000, 1000, 202
10, 10000, 1000, 6267016
10, 10000, 1000, 6086682
10, 10000, 5000, 6043118
10, 10000, 1000, 9911631
10, 10000, 8000, 9856035
10, 10000, 7000, 79615882
10, 10000, 1000, 107307329
10, 10000, 1000, 107956023
10, 10000, 1000, 107843434
10, 10000, 1000, 108174365
10, 10000, 1000, 108123724
10, 10000, 1000, 104436879
10, 10000, 2000, 104795459
10, 10000, 10000, 115711938
10, 10000, 1000, 7732
10, 10000, 4000, 62050906
10, 10000, 1000, 37210031
10, 10000, 1000, 36253062
10, 10000, 1000, 35676003
10, 10000, 1000, 35498580
10, 10000, 3000, 35005284
10, 10000, 1000, 36715642
10, 10000, 1000, 37688315
