producers, M, length, time
100, 100000, 10000, 1145
100, 100000, 40000, 774
100, 100000, 60000, 669
100, 100000, 10000, 892
100, 100000, 10000, 902
100, 100000, 10000, 1425
100, 100000, 10000, 879
100, 100000, 60000, 775
100, 100000, 10000, 2748
100, 100000, 10000, 2021
100, 100000, 10000, 200692200
100, 100000, 10000, 201924326
100, 100000, 20000, 184816121
100, 100000, 60000, 177343138
100, 100000, 10000, 227115690
100, 100000, 10000, 224037740
100, 100000, 10000, 68379479
100, 100000, 10000, 68112198
100, 100000, 10000, 1152369999
100, 100000, 10000, 1152410562
100, 100000, 10000, 1582256981
100, 100000, 10000, 1606918156
100, 100000, 10000, 1606609432
100, 100000, 10000, 1606795245
100, 100000, 30000, 1879618685
100, 100000, 10000, 1880469938
100, 100000, 90000, 1884788513
100, 100000, 10000, 2333244402
100, 100000, 90000, 3327057277
100, 100000, 80000, 291
100, 100000, 10000, 3330410499
100, 100000, 10000, 3605024304
100, 100000, 10000, 4855078104
100, 100000, 10000, 4856600834
100, 100000, 10000, 4856755548
100, 100000, 10000, 4858162290
100, 100000, 70000, 4858459746
100, 100000, 80000, 4888934092
100, 100000, 70000, 4547489391
100, 100000, 10000, 237
100, 100000, 10000, 6543155619
100, 100000, 10000, 6857304241
100, 100000, 10000, 6857441182
100, 100000, 100000, 6857518005
100, 100000, 10000, 6859777703
100, 100000, 10000, 6860402543
100, 100000, 10000, 6860534084
100, 100000, 10000, 6860555102
100, 100000, 10000, 7285489606
100, 100000, 10000, 7285557995
100, 100000, 100000, 8566620419
100, 100000, 10000, 8569205139
100, 100000, 100000, 8569219771
100, 100000, 10000, 8596654834
100, 100000, 10000, 8597140636
100, 100000, 10000, 8597211269
100, 100000, 10000, 8597277061
100, 100000, 10000, 8597471659
100, 100000, 10000, 8714242941
100, 100000, 10000, 8714385860
100, 100000, 10000, 8714965978
100, 100000, 10000, 8714965634
100, 100000, 10000, 8715579391
100, 100000, 10000, 9791162324
100, 100000, 10000, 9791206021
100, 100000, 10000, 9791375046
100, 100000, 50000, 10120492017
100, 100000, 10000, 10121634940
100, 100000, 90000, 10121692801
100, 100000, 10000, 10134548950
100, 100000, 10000, 10134908703
100, 100000, 10000, 10135102692
100, 100000, 60000, 10632594828
100, 100000, 10000, 453
100, 100000, 10000, 11609730989
100, 100000, 10000, 11609754485
100, 100000, 50000, 11610259809
100, 100000, 10000, 13104955729
100, 100000, 10000, 13105047560
100, 100000, 10000, 13105290039
100, 100000, 10000, 13105418946
100, 100000, 60000, 13105445364
100, 100000, 10000, 13106755892
100, 100000, 10000, 13107030247
100, 100000, 10000, 13107585834
100, 100000, 10000, 13107753970
100, 100000, 70000, 13107890741
100, 100000, 10000, 13109330237
100, 100000, 10000, 13157983893
100, 100000, 10000, 13158028462
100, 100000, 80000, 13712311424
100, 100000, 10000, 14160475715
100, 100000, 10000, 14160603307
100, 100000, 40000, 14233489213
100, 100000, 10000, 14234328727
100, 100000, 10000, 14234382550
100, 100000, 10000, 14234399643
100, 100000, 50000, 14234602418
100, 100000, 10000, 14734197564
100, 100000, 70000, 14734331142
100, 100000, 70000, 14736024465
100, 100000, 10000, 14737511445
100, 100000, 10000, 14737906489
100, 100000, 10000, 14738419064
100, 100000, 10000, 14946057256
100, 100000, 10000, 14946140420
100, 100000, 10000, 14946244599
100, 100000, 10000, 14946563901
100, 100000, 10000, 14946620444
100, 100000, 10000, 14946659951
100, 100000, 10000, 14946962132
100, 100000, 10000, 14945209420
100, 100000, 10000, 15373834700
100, 100000, 10000, 15373133359
100, 100000, 10000, 16561861082
100, 100000, 80000, 16566462580
100, 100000, 10000, 2978
100, 100000, 10000, 16681747662
100, 100000, 20000, 17026441396
100, 100000, 10000, 17026203125
100, 100000, 10000, 17025983287
100, 100000, 10000, 15939461021
100, 100000, 10000, 15937766561
100, 100000, 100000, 15506615875
100, 100000, 80000, 18274228682
100, 100000, 90000, 201
100, 100000, 10000, 16676430076
100, 100000, 10000, 16676199810
100, 100000, 10000, 17050735513
100, 100000, 10000, 17050571565
100, 100000, 10000, 16777249187
100, 100000, 10000, 17576812256
100, 100000, 40000, 17123966736
100, 100000, 10000, 16127914217
100, 100000, 10000, 17463096755
100, 100000, 20000, 17188497146
100, 100000, 10000, 15938340378
100, 100000, 10000, 15937544926
100, 100000, 10000, 15937472751
100, 100000, 100000, 15935898757
100, 100000, 10000, 16014312934
100, 100000, 30000, 14443049550
100, 100000, 10000, 14331922091
100, 100000, 10000, 14017790175
100, 100000, 40000, 14156183671
100, 100000, 10000, 14155172217
100, 100000, 10000, 14155080538
100, 100000, 70000, 14154676879
100, 100000, 10000, 15258570764
100, 100000, 10000, 15376516720
100, 100000, 10000, 14951907266
