producers, M, length, time
10, 1000, 100, 5407
10, 1000, 300, 855
10, 1000, 100, 10266214
10, 1000, 100, 10288388
10, 1000, 100, 731393
10, 1000, 100, 844552
10, 1000, 100, 1009683
10, 1000, 100, 1169906
10, 1000, 900, 1288641
10, 1000, 100, 2071868
10, 1000, 100, 6094499
10, 1000, 100, 9835466
10, 1000, 100, 10156955
10, 1000, 100, 11281727
10, 1000, 100, 12340525
10, 1000, 200, 13052303
10, 1000, 100, 13521405
10, 1000, 100, 15123416
10, 1000, 900, 14851752
10, 1000, 100, 15291877
10, 1000, 100, 13387734
10, 1000, 100, 10261881
10, 1000, 100, 10046911
10, 1000, 100, 8372047
10, 1000, 300, 7705778
10, 1000, 100, 7703892
10, 1000, 800, 6251408
10, 1000, 100, 7154480
10, 1000, 100, 6876698
10, 1000, 100, 6558355
10, 1000, 100, 5408848
10, 1000, 100, 5192158
10, 1000, 100, 5164755
10, 1000, 500, 5132364
10, 1000, 100, 5231743
10, 1000, 100, 5536592
10, 1000, 100, 5488977
10, 1000, 100, 4597495
10, 1000, 100, 4688653
10, 1000, 300, 3822215
10, 1000, 100, 4090366
10, 1000, 100, 3931168
10, 1000, 400, 3759473
10, 1000, 400, 4966630
10, 1000, 100, 5283373
10, 1000, 100, 4242000
10, 1000, 100, 4252311
10, 1000, 100, 4279653
10, 1000, 100, 4209638
10, 1000, 100, 4042809
10, 1000, 800, 3872160
10, 1000, 100, 4800208
10, 1000, 100, 5045552
10, 1000, 100, 3877780
10, 1000, 100, 3396738
10, 1000, 100, 3253395
10, 1000, 100, 3317173
10, 1000, 600, 3274273
10, 1000, 100, 4167978
10, 1000, 700, 4195887
10, 1000, 100, 5052260
10, 1000, 100, 4221363
10, 1000, 100, 3662538
10, 1000, 100, 3618225
10, 1000, 200, 3671714
10, 1000, 100, 3665014
10, 1000, 100, 4007731
10, 1000, 100, 3966852
10, 1000, 100, 3113817
10, 1000, 100, 3002489
10, 1000, 100, 2055575
10, 1000, 100, 1921081
10, 1000, 1000, 1905694
10, 1000, 100, 6269284
10, 1000, 100, 6367963
10, 1000, 100, 6457913
10, 1000, 800, 6524966
10, 1000, 400, 6695061
10, 1000, 200, 7670960
10, 1000, 500, 8721730
10, 1000, 100, 8907687
10, 1000, 100, 9051596
10, 1000, 800, 9046461
10, 1000, 900, 6336598
10, 1000, 100, 7757413
10, 1000, 100, 7814002
10, 1000, 100, 7171986
10, 1000, 100, 7007695
10, 1000, 800, 6060093
10, 1000, 100, 5850337
10, 1000, 100, 5638384
10, 1000, 1000, 5799661
10, 1000, 100, 6575172
10, 1000, 100, 4974682
10, 1000, 1000, 3551072
10, 1000, 100, 3917160
10, 1000, 100, 3819687
10, 1000, 100, 3800310
10, 1000, 100, 4092384
10, 1000, 100, 3464986
10, 1000, 100, 3315004
10, 1000, 100, 3152418
10, 1000, 100, 2284580
10, 1000, 200, 2324965
10, 1000, 100, 2297078
10, 1000, 500, 1859003
10, 1000, 100, 2223718
10, 1000, 400, 2199596
10, 1000, 100, 1746698
10, 1000, 500, 1603211
10, 1000, 900, 2101294
10, 1000, 400, 2391681
10, 1000, 100, 2836226
10, 1000, 100, 2989724
10, 1000, 100, 3647506
10, 1000, 100, 3685899
10, 1000, 100, 3389365
10, 1000, 100, 3404171
10, 1000, 100, 3479773
10, 1000, 100, 3491174
10, 1000, 100, 2962674
10, 1000, 300, 2634256
10, 1000, 100, 2249231
10, 1000, 100, 2306383
10, 1000, 100, 1905590
10, 1000, 100, 1905962
10, 1000, 100, 1837608
10, 1000, 100, 1749176
10, 1000, 100, 1680050
10, 1000, 100, 1615171
10, 1000, 100, 1564055
10, 1000, 300, 1459890
10, 1000, 100, 1404549
10, 1000, 200, 1661552
10, 1000, 100, 1526153
10, 1000, 100, 1552096
10, 1000, 100, 1616776
10, 1000, 100, 1693250
10, 1000, 100, 1697620
10, 1000, 100, 1669804
10, 1000, 100, 1663026
10, 1000, 100, 1638174
10, 1000, 100, 1645903
10, 1000, 100, 1219668
10, 1000, 100, 1115643
10, 1000, 100, 1008515
10, 1000, 700, 927405
10, 1000, 100, 1826049
10, 1000, 100, 2023899
10, 1000, 100, 2173068
10, 1000, 500, 2253591
10, 1000, 100, 2345132
10, 1000, 100, 2344733
10, 1000, 100, 2337747
10, 1000, 400, 2349301
10, 1000, 100, 4734255
10, 1000, 100, 4707345
10, 1000, 100, 3791507
10, 1000, 100, 3610489
10, 1000, 100, 3467482
10, 1000, 300, 3331213
10, 1000, 300, 3615699
10, 1000, 500, 4534909
10, 1000, 700, 4594425
10, 1000, 100, 5586975
10, 1000, 600, 182
10, 1000, 100, 3729563
10, 1000, 100, 3778318
10, 1000, 100, 3843628
10, 1000, 100, 3904969
10, 1000, 100, 3971396
10, 1000, 1000, 4374067
10, 1000, 600, 5385883
10, 1000, 900, 4623369
10, 1000, 100, 4418594
