consumer, M, length, time
10, 10000, 1000, 402
10, 10000, 9000, 344
10, 10000, 1000, 242
10, 10000, 4000, 244
10, 10000, 8000, 341
10, 10000, 2000, 266
10, 10000, 4000, 340
10, 10000, 2000, 947
10, 10000, 5000, 221
10, 10000, 3000, 281
10, 10000, 1000, 440
10, 10000, 10000, 1174
10, 10000, 5000, 343
10, 10000, 8000, 219
10, 10000, 8000, 274
10, 10000, 8000, 254
10, 10000, 7000, 102
10, 10000, 2000, 282
10, 10000, 5000, 63
10, 10000, 3000, 252
10, 10000, 4000, 98
10, 10000, 4000, 83
10, 10000, 3000, 88
10, 10000, 4000, 218
10, 10000, 9000, 76
10, 10000, 5000, 231
10, 10000, 1000, 82
10, 10000, 3000, 72
10, 10000, 8000, 68
10, 10000, 1000, 99
10, 10000, 6000, 249745836
10, 10000, 5000, 89
10, 10000, 3000, 178620092
10, 10000, 3000, 94
10, 10000, 3000, 86
10, 10000, 8000, 143494965
10, 10000, 8000, 146568713
10, 10000, 10000, 336
10, 10000, 3000, 191621499
10, 10000, 2000, 102
10, 10000, 8000, 75
10, 10000, 1000, 101
10, 10000, 5000, 56
10, 10000, 6000, 127
10, 10000, 1000, 101
10, 10000, 7000, 58
10, 10000, 9000, 236746984
10, 10000, 3000, 122
10, 10000, 2000, 71
10, 10000, 10000, 235677376
10, 10000, 3000, 458
10, 10000, 9000, 261720147
10, 10000, 7000, 95
10, 10000, 5000, 287389688
10, 10000, 10000, 96
10, 10000, 3000, 125
10, 10000, 8000, 52
10, 10000, 4000, 124
10, 10000, 10000, 99
10, 10000, 1000, 191
10, 10000, 2000, 98
10, 10000, 7000, 152
10, 10000, 9000, 111
10, 10000, 1000, 369297597
10, 10000, 5000, 354567414
10, 10000, 6000, 95
10, 10000, 6000, 99
10, 10000, 5000, 98
10, 10000, 8000, 357326687
10, 10000, 1000, 97
10, 10000, 3000, 52
10, 10000, 4000, 99
10, 10000, 5000, 327440856
10, 10000, 1000, 97
10, 10000, 1000, 50
10, 10000, 6000, 85
10, 10000, 5000, 97
10, 10000, 8000, 302893141
10, 10000, 4000, 97
10, 10000, 2000, 50
10, 10000, 10000, 269237390
10, 10000, 2000, 96
10, 10000, 9000, 274755819
10, 10000, 7000, 96
10, 10000, 8000, 211194072
10, 10000, 1000, 65
10, 10000, 6000, 48
10, 10000, 9000, 104
10, 10000, 1000, 97
10, 10000, 3000, 46
10, 10000, 2000, 91
10, 10000, 2000, 86
10, 10000, 7000, 58
10, 10000, 3000, 168
10, 10000, 3000, 153450855
