consumer, M, length, time
100, 1000, 600, 274
100, 1000, 400, 220
100, 1000, 900, 272
100, 1000, 200, 305
100, 1000, 800, 247
100, 1000, 500, 313
100, 1000, 200, 280
100, 1000, 300, 216
100, 1000, 900, 221
100, 1000, 100, 290
100, 1000, 300, 232
100, 1000, 900, 261
100, 1000, 900, 234
100, 1000, 100, 299
100, 1000, 400, 242
100, 1000, 100, 284
100, 1000, 1000, 229
100, 1000, 1000, 367
100, 1000, 200, 228
100, 1000, 800, 75
100, 1000, 100, 69
100, 1000, 600, 245
100, 1000, 500, 79
100, 1000, 100, 64
100, 1000, 700, 71
100, 1000, 800, 230
100, 1000, 200, 71
100, 1000, 400, 77
100, 1000, 500, 73
100, 1000, 500, 250
100, 1000, 800, 65
100, 1000, 300, 190
100, 1000, 200, 231
100, 1000, 800, 79
100, 1000, 900, 230
100, 1000, 1000, 245
100, 1000, 400, 97
100, 1000, 200, 75
100, 1000, 300, 103
100, 1000, 600, 208
100, 1000, 1000, 65
100, 1000, 500, 266
100, 1000, 600, 108
100, 1000, 500, 229
100, 1000, 900, 61
100, 1000, 500, 263
100, 1000, 900, 58
100, 1000, 200, 275
100, 1000, 900, 70
100, 1000, 400, 67
100, 1000, 300, 227
100, 1000, 1000, 64
100, 1000, 500, 254
100, 1000, 200, 70
100, 1000, 100, 58
100, 1000, 800, 63
100, 1000, 900, 277
100, 1000, 400, 222
100, 1000, 200, 86
100, 1000, 100, 63
100, 1000, 500, 64
100, 1000, 1000, 86
100, 1000, 1000, 230
100, 1000, 200, 59
100, 1000, 400, 61
100, 1000, 400, 232
100, 1000, 300, 58
100, 1000, 100, 83
100, 1000, 200, 67
100, 1000, 100, 73
100, 1000, 800, 68
100, 1000, 200, 71
100, 1000, 400, 286
100, 1000, 700, 63
100, 1000, 200, 76
100, 1000, 400, 79
100, 1000, 400, 64
100, 1000, 900, 276
100, 1000, 500, 59
100, 1000, 600, 223
100, 1000, 300, 96
100, 1000, 300, 82
100, 1000, 100, 284
100, 1000, 500, 70
100, 1000, 500, 80
100, 1000, 100, 63
100, 1000, 200, 75
100, 1000, 900, 228
100, 1000, 200, 75
100, 1000, 600, 75
100, 1000, 300, 185
100, 1000, 700, 96
100, 1000, 200, 281
100, 1000, 300, 78
100, 1000, 700, 72
100, 1000, 100, 98
100, 1000, 100, 61
100, 1000, 500, 61
100, 1000, 1000, 302
100, 1000, 200, 226
100, 1000, 500, 94
100, 1000, 500, 75
100, 1000, 400, 301
100, 1000, 800, 84
100, 1000, 300, 86
100, 1000, 400, 356
100, 1000, 300, 64
100, 1000, 800, 335
100, 1000, 300, 1466351
100, 1000, 500, 83
100, 1000, 300, 64
100, 1000, 300, 66
100, 1000, 400, 64
100, 1000, 600, 262
100, 1000, 500, 64
100, 1000, 400, 72
100, 1000, 600, 215
100, 1000, 300, 91
100, 1000, 900, 64
100, 1000, 300, 292
100, 1000, 500, 63
100, 1000, 900, 263
100, 1000, 100, 95
100, 1000, 1000, 242
100, 1000, 400, 72
100, 1000, 700, 281
100, 1000, 500, 94
100, 1000, 300, 95
100, 1000, 300, 61
100, 1000, 700, 244
100, 1000, 200, 72
100, 1000, 400, 79
100, 1000, 800, 246
100, 1000, 700, 61
100, 1000, 100, 250
100, 1000, 100, 75
100, 1000, 1000, 68
100, 1000, 100, 93
100, 1000, 100, 250
100, 1000, 200, 71
100, 1000, 600, 62
100, 1000, 100, 82
100, 1000, 700, 278
100, 1000, 600, 63
100, 1000, 900, 249
100, 1000, 600, 59
100, 1000, 600, 255
100, 1000, 200, 63
100, 1000, 1000, 61
100, 1000, 500, 259
100, 1000, 500, 61
100, 1000, 600, 64
100, 1000, 200, 73
100, 1000, 300, 285
100, 1000, 300, 61
100, 1000, 100, 66
100, 1000, 1000, 62
100, 1000, 400, 265
100, 1000, 300, 61
100, 1000, 500, 63
100, 1000, 200, 254
100, 1000, 700, 129
100, 1000, 900, 240
100, 1000, 300, 134
100, 1000, 700, 259
100, 1000, 600, 237
100, 1000, 800, 89
100, 1000, 800, 286
100, 1000, 900, 272
100, 1000, 1000, 66
100, 1000, 1000, 263
100, 1000, 500, 69
100, 1000, 400, 238
100, 1000, 100, 89
100, 1000, 300, 65
100, 1000, 300, 68
100, 1000, 500, 278
100, 1000, 400, 140
100, 1000, 1000, 216
100, 1000, 300, 287
100, 1000, 1000, 72
100, 1000, 500, 413
100, 1000, 500, 166
100, 1000, 800, 137
100, 1000, 800, 268
100, 1000, 300, 103
100, 1000, 400, 72
100, 1000, 200, 76
100, 1000, 800, 335
100, 1000, 100, 118
100, 1000, 100, 70
100, 1000, 600, 64
100, 1000, 800, 668
100, 1000, 200, 149
100, 1000, 300, 497
100, 1000, 300, 62
100, 1000, 600, 64
100, 1000, 600, 60
100, 1000, 1000, 302
100, 1000, 100, 132
100, 1000, 200, 60
100, 1000, 700, 1150
100, 1000, 100, 78
100, 1000, 700, 62
100, 1000, 600, 585
100, 1000, 100, 65
100, 1000, 1000, 856
100, 1000, 100, 195
100, 1000, 700, 457
100, 1000, 200, 74
100, 1000, 900, 354
100, 1000, 1000, 320
100, 1000, 200, 68
100, 1000, 200, 64
100, 1000, 400, 336
100, 1000, 800, 72
100, 1000, 100, 62
100, 1000, 300, 62
100, 1000, 100, 72
100, 1000, 700, 394
100, 1000, 200, 63
100, 1000, 400, 66
100, 1000, 200, 1040
100, 1000, 400, 92
100, 1000, 400, 719
100, 1000, 100, 117
100, 1000, 800, 110
100, 1000, 100, 127
100, 1000, 400, 213
100, 1000, 900, 1076
100, 1000, 700, 110
100, 1000, 900, 313
