producers, M, length, time
1000, 10000, 7000, 343
1000, 10000, 1000, 338
1000, 10000, 8000, 304
1000, 10000, 3000, 314
1000, 10000, 1000, 320
1000, 10000, 1000, 254
1000, 10000, 1000, 273
1000, 10000, 1000, 247
1000, 10000, 1000, 293
1000, 10000, 1000, 285
1000, 10000, 1000, 316
1000, 10000, 3000, 98
1000, 10000, 1000, 295
1000, 10000, 3000, 90
1000, 10000, 4000, 87
1000, 10000, 1000, 79
1000, 10000, 1000, 64
1000, 10000, 1000, 72
1000, 10000, 1000, 81
1000, 10000, 1000, 74
1000, 10000, 1000, 97
1000, 10000, 1000, 71
1000, 10000, 1000, 82
1000, 10000, 6000, 90
1000, 10000, 1000, 83
1000, 10000, 2000, 92
1000, 10000, 1000, 278
1000, 10000, 1000, 60
1000, 10000, 1000, 77
1000, 10000, 3000, 96
1000, 10000, 1000, 91
1000, 10000, 1000, 73
1000, 10000, 4000, 61
1000, 10000, 1000, 65
1000, 10000, 1000, 82
1000, 10000, 1000, 76
1000, 10000, 1000, 51
1000, 10000, 1000, 93
1000, 10000, 1000, 55
1000, 10000, 1000, 287
1000, 10000, 1000, 96
1000, 10000, 1000, 78
1000, 10000, 6000, 76
1000, 10000, 1000, 72
1000, 10000, 1000, 76
1000, 10000, 1000, 63
1000, 10000, 1000, 78
1000, 10000, 1000, 261
1000, 10000, 1000, 78
1000, 10000, 10000, 72
1000, 10000, 1000, 83
1000, 10000, 1000, 69
1000, 10000, 1000, 65
1000, 10000, 1000, 281
1000, 10000, 1000, 63
1000, 10000, 1000, 75
1000, 10000, 1000, 64
1000, 10000, 8000, 71
1000, 10000, 2000, 64
1000, 10000, 1000, 73
1000, 10000, 1000, 67
1000, 10000, 3000, 69
1000, 10000, 1000, 111
1000, 10000, 1000, 280
1000, 10000, 1000, 96
1000, 10000, 1000, 60
1000, 10000, 4000, 85
1000, 10000, 1000, 85
1000, 10000, 4000, 65
1000, 10000, 1000, 60
1000, 10000, 1000, 59
1000, 10000, 1000, 85
1000, 10000, 6000, 299
1000, 10000, 1000, 75
1000, 10000, 4000, 67
1000, 10000, 1000, 65
1000, 10000, 9000, 71
1000, 10000, 1000, 98
1000, 10000, 1000, 961
1000, 10000, 1000, 355
1000, 10000, 4000, 294
1000, 10000, 2000, 286
1000, 10000, 1000, 273
1000, 10000, 1000, 226
1000, 10000, 1000, 260
1000, 10000, 1000, 290
1000, 10000, 3000, 258
1000, 10000, 7000, 263
1000, 10000, 1000, 267
1000, 10000, 7000, 286
1000, 10000, 1000, 449
1000, 10000, 10000, 105
1000, 10000, 1000, 49
1000, 10000, 3000, 54
1000, 10000, 1000, 50
1000, 10000, 3000, 55
1000, 10000, 1000, 57
1000, 10000, 1000, 52
1000, 10000, 1000, 52
1000, 10000, 4000, 305
1000, 10000, 1000, 138
1000, 10000, 1000, 70
1000, 10000, 1000, 64
1000, 10000, 1000, 67
1000, 10000, 1000, 64
1000, 10000, 3000, 54
1000, 10000, 1000, 61
1000, 10000, 1000, 56
1000, 10000, 9000, 54
1000, 10000, 1000, 357
1000, 10000, 1000, 76
1000, 10000, 10000, 58
1000, 10000, 1000, 75
1000, 10000, 1000, 753
1000, 10000, 1000, 133
1000, 10000, 1000, 53
1000, 10000, 4000, 68
1000, 10000, 8000, 76
1000, 10000, 1000, 57
1000, 10000, 1000, 78
1000, 10000, 3000, 848
1000, 10000, 1000, 133
1000, 10000, 3000, 81
1000, 10000, 1000, 63
1000, 10000, 1000, 55
1000, 10000, 1000, 58
1000, 10000, 6000, 59
1000, 10000, 1000, 54
1000, 10000, 1000, 58
1000, 10000, 1000, 65
1000, 10000, 1000, 559
1000, 10000, 1000, 84
1000, 10000, 1000, 61
1000, 10000, 1000, 53
1000, 10000, 1000, 68
1000, 10000, 1000, 65
1000, 10000, 1000, 51
