consumer, M, length, time
100, 10000, 10000, 268
100, 10000, 1000, 70
100, 10000, 1000, 68
100, 10000, 1000, 74
100, 10000, 1000, 69
100, 10000, 1000, 64
100, 10000, 5000, 67
100, 10000, 1000, 161
100, 10000, 1000, 112
100, 10000, 1000, 288
100, 10000, 1000, 106
100, 10000, 1000, 100
100, 10000, 1000, 67
100, 10000, 5000, 53
100, 10000, 3000, 251
100, 10000, 1000, 200
100, 10000, 1000, 518
100, 10000, 1000, 335
100, 10000, 1000, 427
100, 10000, 1000, 100
100, 10000, 1000, 97
100, 10000, 1000, 234
100, 10000, 1000, 63
100, 10000, 7000, 62
100, 10000, 7000, 99
100, 10000, 1000, 189
100, 10000, 1000, 341
100, 10000, 1000, 443
100, 10000, 1000, 118
100, 10000, 1000, 287
100, 10000, 5000, 116
100, 10000, 1000, 102
100, 10000, 1000, 172
100, 10000, 1000, 65
100, 10000, 9000, 92
100, 10000, 5000, 475
100, 10000, 1000, 704
100, 10000, 4000, 427
100, 10000, 1000, 57
100, 10000, 1000, 241
100, 10000, 2000, 94
100, 10000, 2000, 97
100, 10000, 9000, 59
100, 10000, 1000, 99
100, 10000, 1000, 79
100, 10000, 4000, 55
100, 10000, 1000, 103
100, 10000, 1000, 52
100, 10000, 3000, 53
100, 10000, 1000, 102
100, 10000, 1000, 54
100, 10000, 1000, 51
100, 10000, 1000, 52
100, 10000, 1000, 53
100, 10000, 1000, 201
100, 10000, 9000, 58
100, 10000, 4000, 72
100, 10000, 1000, 111
100, 10000, 2000, 58
100, 10000, 1000, 257
100, 10000, 3000, 75
100, 10000, 1000, 63
100, 10000, 5000, 59
100, 10000, 1000, 56
100, 10000, 1000, 73
100, 10000, 1000, 226
100, 10000, 1000, 65
100, 10000, 1000, 62
100, 10000, 1000, 65
100, 10000, 1000, 53
100, 10000, 1000, 51
100, 10000, 1000, 51
100, 10000, 1000, 60
100, 10000, 1000, 79
100, 10000, 1000, 63
100, 10000, 1000, 54
100, 10000, 1000, 94
100, 10000, 1000, 67
100, 10000, 7000, 59
100, 10000, 1000, 113
100, 10000, 7000, 88
100, 10000, 1000, 499
100, 10000, 1000, 71
100, 10000, 1000, 54
100, 10000, 2000, 53
100, 10000, 1000, 551
100, 10000, 2000, 417
100, 10000, 1000, 152
100, 10000, 1000, 177
100, 10000, 1000, 162
100, 10000, 1000, 140
100, 10000, 1000, 662
100, 10000, 1000, 263
100, 10000, 1000, 75
100, 10000, 1000, 55
100, 10000, 1000, 72
100, 10000, 1000, 62
100, 10000, 1000, 82
100, 10000, 1000, 55
100, 10000, 3000, 52
100, 10000, 1000, 295
100, 10000, 1000, 792
100, 10000, 1000, 142
100, 10000, 1000, 72
100, 10000, 1000, 98
100, 10000, 1000, 114
100, 10000, 1000, 53
100, 10000, 1000, 103
100, 10000, 6000, 51
100, 10000, 1000, 133
100, 10000, 1000, 80
100, 10000, 1000, 60
100, 10000, 7000, 65
100, 10000, 1000, 135
100, 10000, 1000, 80
100, 10000, 1000, 71
100, 10000, 1000, 58
100, 10000, 1000, 59
100, 10000, 1000, 56
100, 10000, 1000, 67
100, 10000, 1000, 65
100, 10000, 1000, 62
100, 10000, 1000, 65
100, 10000, 1000, 58
100, 10000, 1000, 64
100, 10000, 1000, 295
100, 10000, 10000, 80
100, 10000, 1000, 396
100, 10000, 1000, 61
100, 10000, 1000, 55
100, 10000, 1000, 48
100, 10000, 1000, 62
100, 10000, 1000, 51
100, 10000, 1000, 49
100, 10000, 1000, 64
100, 10000, 1000, 55
100, 10000, 6000, 58
100, 10000, 1000, 96
100, 10000, 7000, 54
100, 10000, 1000, 96
100, 10000, 1000, 57
100, 10000, 1000, 63
100, 10000, 1000, 57
100, 10000, 1000, 69
100, 10000, 2000, 67
100, 10000, 1000, 58
100, 10000, 1000, 353
100, 10000, 1000, 74
100, 10000, 1000, 75
100, 10000, 1000, 60
100, 10000, 9000, 52
100, 10000, 1000, 14544
100, 10000, 1000, 146
100, 10000, 1000, 64
100, 10000, 10000, 184
100, 10000, 1000, 97
100, 10000, 1000, 47
100, 10000, 1000, 50
100, 10000, 10000, 398
100, 10000, 1000, 408
100, 10000, 1000, 230
100, 10000, 1000, 146
100, 10000, 1000, 383
100, 10000, 1000, 1427
100, 10000, 1000, 107
100, 10000, 1000, 171
100, 10000, 1000, 117
100, 10000, 1000, 75
100, 10000, 1000, 52
100, 10000, 8000, 69
100, 10000, 1000, 216
100, 10000, 1000, 156
100, 10000, 1000, 104
100, 10000, 9000, 125
100, 10000, 1000, 97
100, 10000, 1000, 52
100, 10000, 1000, 53
100, 10000, 1000, 332
100, 10000, 1000, 62
100, 10000, 1000, 49
100, 10000, 3000, 52
100, 10000, 1000, 54
100, 10000, 1000, 337
100, 10000, 3000, 53
100, 10000, 1000, 86
100, 10000, 1000, 50
100, 10000, 1000, 48
100, 10000, 1000, 47
100, 10000, 1000, 87
100, 10000, 1000, 53
100, 10000, 1000, 50
100, 10000, 1000, 46
100, 10000, 1000, 55
100, 10000, 1000, 50
100, 10000, 1000, 59
100, 10000, 1000, 49
100, 10000, 1000, 55
100, 10000, 1000, 52
100, 10000, 6000, 46
100, 10000, 1000, 115
100, 10000, 1000, 94
100, 10000, 1000, 102
100, 10000, 2000, 52
100, 10000, 1000, 48
100, 10000, 1000, 49
100, 10000, 1000, 48
100, 10000, 1000, 49
100, 10000, 1000, 49
100, 10000, 1000, 52
100, 10000, 5000, 48
100, 10000, 1000, 1537
100, 10000, 1000, 416
100, 10000, 1000, 65
100, 10000, 1000, 81
100, 10000, 1000, 194
100, 10000, 6000, 145
100, 10000, 1000, 135
100, 10000, 1000, 54
100, 10000, 1000, 51
100, 10000, 1000, 49
100, 10000, 1000, 53
100, 10000, 9000, 55
100, 10000, 1000, 95
100, 10000, 1000, 401
100, 10000, 1000, 51
100, 10000, 1000, 53
100, 10000, 1000, 46
100, 10000, 1000, 79
100, 10000, 1000, 50
100, 10000, 5000, 55
100, 10000, 1000, 78
100, 10000, 1000, 50
100, 10000, 10000, 49
100, 10000, 1000, 160
100, 10000, 10000, 370
100, 10000, 1000, 96
100, 10000, 1000, 64
100, 10000, 1000, 56
100, 10000, 1000, 305
100, 10000, 1000, 46
100, 10000, 1000, 47
100, 10000, 1000, 48
100, 10000, 1000, 47
100, 10000, 1000, 47
100, 10000, 1000, 47
100, 10000, 6000, 46
100, 10000, 1000, 103
100, 10000, 1000, 56
100, 10000, 4000, 53
100, 10000, 1000, 109
100, 10000, 1000, 49
100, 10000, 1000, 51
100, 10000, 1000, 48
100, 10000, 1000, 48
100, 10000, 1000, 49
100, 10000, 1000, 48
100, 10000, 8000, 578
100, 10000, 1000, 116
100, 10000, 1000, 59
100, 10000, 1000, 69
100, 10000, 1000, 58
100, 10000, 1000, 57
100, 10000, 1000, 58
100, 10000, 1000, 59
100, 10000, 2000, 65
100, 10000, 7000, 66
100, 10000, 1000, 190
100, 10000, 1000, 184
100, 10000, 1000, 172
100, 10000, 9000, 959
100, 10000, 5000, 74
100, 10000, 1000, 97
100, 10000, 1000, 439
100, 10000, 1000, 54
100, 10000, 1000, 52
100, 10000, 1000, 53
100, 10000, 10000, 51
100, 10000, 1000, 126
100, 10000, 1000, 50
100, 10000, 1000, 401
100, 10000, 1000, 54
100, 10000, 1000, 72
100, 10000, 9000, 52
100, 10000, 1000, 100
100, 10000, 1000, 96
100, 10000, 1000, 50
100, 10000, 1000, 51
100, 10000, 5000, 49
100, 10000, 5000, 94
100, 10000, 1000, 97
